 	deve	essere	bianco	</S>
a31	0.0033547882	0.9358426	0.032372857	0.0284297925
a11	0.00274887926667	0.65523833	0.149862091333	0.192150724833
a31	0.0238214158222	0.311908806667	0.390754707111	0.273515098278
a37	0.0416700042741	0.182640328889	0.632969185704	0.142720487759
a31	0.0367225970914	0.103590026296	0.717644368568	0.142042987586
a37	0.0440281950305	0.129261995432	0.678895879523	0.147813915862
a31	0.0618910623435	0.187502611811	0.529686573174	0.220919771954
a20	0.0835087887812	0.23694709727	0.380109887725	0.299434227318
a31	0.12130480626	0.306300952423	0.322426209242	0.249968029106
a0	0.133591148753	0.380944387474	0.287146546414	0.198317939702
a31	0.127231236251	0.406575605825	0.301012862138	0.165180333234
a20	0.124695480084	0.436693285275	0.296360940713	0.142250334411
a18	0.204092271361	0.455550461758	0.243809836904	0.0965474748037
</S>	0.292478400681	0.429193180879	0.202986873452	0.0753416174018
