 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.00537123246	0.0003736606905	0.0001737266	0.00150743142	0.288236104	0.0096014658	0.035392775	0.659343665
a31	0.243114380153	0.0166182134168	0.000387685466667	0.00246735467333	0.309962168	0.0162585012667	0.057258545	0.353933211667
a37	0.392795936718	0.102761344472	0.142438446956	0.00906285742444	0.160357516	0.0154134371889	0.0507706868	0.126399825156
a20	0.272866355573	0.226828078157	0.308011468985	0.0184962434748	0.0963392953333	0.0112632124963	0.0230158867333	0.043179496952
a31	0.327870785191	0.310920592719	0.248591696328	0.0164810714916	0.0555254384444	0.0113691328321	0.0140751663778	0.0151661407173
a7	0.324150945064	0.38450896424	0.220335628776	0.0155879094972	0.0313585971481	0.0100504641107	0.00798150665927	0.00602601000577
a10	0.196294351688	0.43025504808	0.292545672925	0.0282877641657	0.030692418716	0.0127021785369	0.00523146515309	0.00399107766859
a41	0.145245763896	0.415911156027	0.321536897642	0.0446966103886	0.0372434882387	0.0228955805123	0.0076496629177	0.0048208056562
a37	0.104841842632	0.353030918676	0.353332879214	0.0759075694629	0.0551977427462	0.0354910451708	0.0167466269726	0.00545136545207
a14	0.069454285544	0.274738516225	0.380244106405	0.118560961154	0.0803044255821	0.0434584600569	0.0280251986575	0.00521400978402
a31	0.0535372005147	0.208052612075	0.383062788802	0.148956017051	0.121162163194	0.0440344813523	0.0373565445525	0.00383814469467
a20	0.0546843321716	0.180074910692	0.338024362934	0.172061195684	0.155232291065	0.0489589074508	0.0444402761842	0.00652371883156
a31	0.0530780063905	0.154806800231	0.271861044311	0.196674865228	0.189644113688	0.0675135648169	0.0581167000614	0.00830490404385
a37	0.0467482911302	0.13686915341	0.226682678104	0.182849901743	0.202170141229	0.0881062482723	0.0905045033538	0.026069061448
a7	0.0547103137101	0.161089541137	0.195061752701	0.133771783914	0.163263229076	0.0924303627574	0.132553747785	0.067119243816
a10	0.06530400457	0.164277103712	0.1746996609	0.0955657179713	0.126220245025	0.0820668075858	0.177688772595	0.114177647939
a7	0.06060822819	0.140243701237	0.160420356967	0.0727039199904	0.101225923342	0.0728357258619	0.222827477532	0.16913462598
a39	0.04110235473	0.101281921412	0.147209218989	0.0612337053301	0.0878267547807	0.0692265106206	0.259186739177	0.23293276866
a10	0.02221759191	0.0616769191373	0.139120592996	0.0614388344434	0.0877688889269	0.0735594122069	0.282984076392	0.271233672887
a32	0.0103521789033	0.0313343977124	0.105967122332	0.0507777521478	0.072235133309	0.062853312069	0.326164425464	0.340315677629
a19	0.00463032163443	0.0140450892375	0.0626811087773	0.0295297660493	0.0420430414363	0.0370762983563	0.389282198488	0.420712195876
a31	0.00280792087814	0.0132483660792	0.0649898629258	0.0221716886831	0.0302074881454	0.0245367707854	0.438982312829	0.403055615292
</S>	0.00250184783907	0.0170570730396	0.0776851564629	0.0212658853416	0.0284910525727	0.0219874928927	0.460354156415	0.370657357646
