 	sto	e	cucino	</S>
a31	0.0042648971	0.00255965035	0.0328920085	0.96028338
a20	0.00706324216667	0.00253201668333	0.0265222302	0.963882493333
a31	0.00723725005556	0.00314079219444	0.0563949241	0.933227044444
a37	0.0256066466852	0.0933838867981	0.218227031367	0.662782448148
a18	0.0790164455617	0.312938888933	0.300564783789	0.307479897049
a31	0.113069178521	0.343992129644	0.218510734596	0.324427960016
a20	0.16779520284	0.271772233215	0.138265064865	0.422167503339
a31	0.214064257613	0.327516317738	0.0920924262883	0.36632701778
a28	0.267044685871	0.381920725913	0.0766937117628	0.27434089926
a33	0.367030478624	0.393394848638	0.0747956105876	0.164779064753
a31	0.374447942875	0.388188816213	0.0894859851959	0.147877219918
</S>	0.343376636437	0.397846018106	0.101407332598	0.157369949959
