 	lo	ho	finito	di	fare	</S>
a8	0.491020205	0.090506452	0.24841319	0.02641216815	0.05002416465	0.093623855
a31	0.191774842733	0.086413774	0.25314787	0.04262132005	0.118601664883	0.307440565
a20	0.064626983191	0.0357313204667	0.0989201013333	0.0703252020167	0.377951908294	0.352444503667
a24	0.021800966667	0.0172297826222	0.0673783837778	0.147784667339	0.576766456098	0.169039746556
a18	0.00822972104567	0.0221315425407	0.0986464732593	0.25329103578	0.468465472033	0.149235772185
a31	0.00462367684856	0.0294937025136	0.15459018442	0.330545098593	0.355305307344	0.125442052395
a20	0.00384101101619	0.0259209941712	0.17314344814	0.299270252864	0.306019695781	0.191804625798
a10	0.0089979080054	0.0305287747237	0.15548910938	0.209638360955	0.254282381927	0.341063471933
a20	0.0143151396685	0.0378386042412	0.143265059793	0.163579286985	0.234681357309	0.406320547311
a7	0.0214319878895	0.0408050640804	0.131866369931	0.138508465662	0.22972787577	0.43766021577
a31	0.0277053046298	0.0409023056935	0.160390046644	0.139834815221	0.203188465257	0.42797903859
a20	0.0610769115433	0.0641525828978	0.223280032215	0.14851664174	0.164465185086	0.338508656197
a18	0.153415543848	0.107723444299	0.239265140738	0.133097677247	0.130179078362	0.236319135399
a24	0.255671107949	0.131508594766	0.218054706913	0.111054625749	0.103652352787	0.1800586018
a46	0.30651401265	0.138827848255	0.202693705638	0.0978623152497	0.090362510929	0.163739583933
a31	0.295133804217	0.129031336085	0.200695978546	0.0942131550832	0.0904204269763	0.190505284644
a33	0.250933824739	0.136380352028	0.233364982849	0.101875478361	0.0938709089921	0.183574458215
a8	0.224378118246	0.166010994009	0.275885827616	0.10823071612	0.0885876229974	0.136906746072
</S>	0.223980939123	0.179620902004	0.290677863808	0.10611322806	0.0813658864987	0.118241203036
