 	non	ho	dove	d	andare	</S>
a20	0.090311638	0.1068827355	0.00653466394	0.0290512089	0.0087282493	0.758491485
a31	0.0683668051667	0.123573135167	0.00913553064667	0.215876368633	0.0931913581	0.489856760333
a37	0.0248348494689	0.065544149389	0.0263417248822	0.405333956211	0.2723154727	0.205629809778
a31	0.0090718024363	0.081450327463	0.0985196582941	0.40145887207	0.3349680309	0.0745312907593
a29	0.0068410685121	0.301494949154	0.170324872765	0.289132357357	0.2042402033	0.0279665240531
a41	0.012295379504	0.418647456385	0.322255794255	0.161576149119	0.0744171912	0.0108079793177
a31	0.021782756168	0.283686462128	0.477862898085	0.161562986373	0.0419418358333	0.0131630291059
a18	0.0400361407227	0.195917584043	0.494222172695	0.205281595458	0.0469356016111	0.0176068870353
a31	0.0510008145742	0.150154658014	0.429077697565	0.205614141819	0.0960064052037	0.0681462676784
a39	0.0482801271914	0.122195382671	0.345306619188	0.19502274394	0.145083151735	0.144111979226
a31	0.0421403843971	0.111110825557	0.299292353063	0.20564864798	0.153003613912	0.188804159742
a8	0.0293285021324	0.0815190948523	0.242055694354	0.251383535993	0.181155431304	0.214557719914
a31	0.0239147997108	0.0700244266174	0.204011711451	0.289421158664	0.192270130435	0.220357779971
a8	0.0217781309036	0.0648015638725	0.210036920484	0.315058019555	0.169942716812	0.218382676657
</S>	0.0175880034518	0.0525157644363	0.219510290242	0.335475069777	0.159935293406	0.214975603329
