 	avete	cucinato	le	verdure	</S>
a31	0.482443286	0.0181242113	0.0025860901	0.0067997846	0.49004659
a46	0.517609185333	0.0380297471	0.00230182626667	0.00366491122	0.4383943
a20	0.218797311111	0.0483717663667	0.00599904745556	0.00668233069333	0.720149536667
a31	0.0817899463703	0.0472975907889	0.0230337901519	0.229798920898	0.618079735556
a17	0.0997173087901	0.115199788263	0.133934195051	0.366199026966	0.284949682185
a31	0.150386036263	0.156246131421	0.26927916835	0.264981915655	0.159106764395
a35	0.201045402088	0.13307747914	0.308238232783	0.200459480552	0.157179401465
a31	0.240923314029	0.128731635047	0.317076500928	0.139404255517	0.173864287155
a46	0.233020534676	0.122215087016	0.335419513643	0.108538490506	0.200806389052
a38	0.289803261559	0.155975869005	0.318834257881	0.0832490221687	0.152137576351
a17	0.36835362052	0.204671809668	0.27272102596	0.0672862773896	0.0869671954503
</S>	0.39441361026	0.221251974834	0.25430256298	0.0615283036948	0.0685034527252
