 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.0043123245	0.0222990735	0.048077251	0.1263674625	0.27071821	0.1195308	0.0586441445	0.350050749
a31	0.00206528940867	0.0441207911667	0.156163525	0.198551575833	0.291920063333	0.128274233333	0.0559612985667	0.1229431926
a8	0.00107548547822	0.0434336157222	0.232322751667	0.335597738611	0.260339131111	0.065088335111	0.0195685548556	0.0425744030333
a31	0.00101927472607	0.0310134905741	0.209642047222	0.47332037287	0.223856228704	0.0385388297037	0.00736036932853	0.0152494044044
a23	0.00245312790869	0.0347845035247	0.226472262407	0.43951584429	0.245171941235	0.0362447095679	0.00513892688618	0.0102186922948
a31	0.00724539463623	0.0494325511749	0.223257320802	0.376606868097	0.296351093745	0.033913609856	0.00455573796206	0.00863743267827
a10	0.0129172855454	0.0733181203916	0.194449246934	0.346296939366	0.295962704582	0.0555302776187	0.010946376654	0.0105790444728
a31	0.0291802428485	0.0893049234639	0.181632405645	0.285488246455	0.317869998194	0.0707628372062	0.0140911248847	0.0116701977909
a24	0.0402281492828	0.105669997821	0.145851036548	0.228408111152	0.295553786065	0.0946553570687	0.0466863669616	0.0429471745636
a31	0.0766802247609	0.112683332607	0.131022230183	0.156760972717	0.287864418688	0.11864811569	0.0612964389872	0.0550442868545
a18	0.095439972587	0.117331080869	0.123914116728	0.126854214239	0.271391902896	0.13931028523	0.0730408909957	0.0527175476182
a31	0.114653951862	0.124794846956	0.124785915576	0.0815981347463	0.255768547632	0.15523279841	0.0866342193319	0.0565316025394
a8	0.108950789287	0.103364148985	0.133927151859	0.0724870129154	0.261551942544	0.187519086137	0.082171655444	0.0500282291798
a31	0.072459848429	0.100077019662	0.100409568953	0.0511615466385	0.222670647515	0.213110222046	0.153369078481	0.0867420680599
a29	0.0869673628097	0.123834586554	0.0584976589843	0.0285944585462	0.148180722505	0.164782820682	0.214118439494	0.175023949353
a31	0.0959452576032	0.128041245518	0.0472804589948	0.0200978401821	0.123636487502	0.143483113561	0.234675139831	0.206840419784
a21	0.103076025868	0.127695325173	0.0430929903316	0.0164216267274	0.109947511501	0.12978512452	0.235486429944	0.234494903261
a31	0.0982538032893	0.132394288391	0.0342528261105	0.0133862625758	0.087397171167	0.12999813484	0.246226993315	0.25809048442
a38	0.0907761624298	0.14362597613	0.0315625090368	0.0122671410253	0.074878149389	0.129165092947	0.262861234438	0.254863731473
a10	0.0997306308099	0.159814965377	0.0318075773456	0.0132420705084	0.0691583937963	0.145571875649	0.240297384813	0.240377090491
a39	0.112635693603	0.155496855126	0.0339359324485	0.0209340881695	0.0902793765988	0.19147157855	0.221848281604	0.173398183497
a8	0.110460877868	0.153811885042	0.0424327804828	0.0311509960565	0.0991907941996	0.21388381285	0.224022970535	0.125045894499
a31	0.102654227623	0.163819958347	0.0412088981609	0.0319841683522	0.0998128460665	0.20127298095	0.222398703512	0.136848218166
a20	0.119510174208	0.157517662782	0.0330745467203	0.0275304681174	0.105151690022	0.18750217365	0.206478811171	0.163234482722
a31	0.114725134736	0.145313837594	0.0285374732401	0.0275840023725	0.0991070133407	0.190892177883	0.22392092039	0.169919454241
a20	0.119588704912	0.150249759198	0.02711106208	0.0261005937908	0.0894933811136	0.191068599294	0.22923901013	0.16714888808
a3	0.156378044971	0.160852126399	0.0317728096933	0.0269285829303	0.0884888003712	0.194403526431	0.20537728671	0.135798826027
a41	0.166870591657	0.161667952133	0.0340459655644	0.0280884069768	0.0868330254571	0.195993045477	0.200900108903	0.125600926676
a37	0.159091380552	0.157962627378	0.0336726798548	0.0280683119923	0.095057515819	0.201125481826	0.196731146301	0.128290860225
a31	0.146371480184	0.152553289126	0.0311895789516	0.0323928393308	0.115728817273	0.202161237275	0.1857882021	0.133814533408
