 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.528630085	0.0990472365	0.0356791635	0.0304945027	0.162807499465	0.04273786725	0.02963745675	0.070966226
a27	0.228662892233	0.0873792038233	0.0284667215643	0.0288680857667	0.163850555922	0.0656366990833	0.305767668917	0.0913681986667
a8	0.0782846536443	0.0294883208511	0.00951564105543	0.0104670551222	0.059993066074	0.0962918596944	0.647952009639	0.0680074195556
a28	0.0315275635481	0.0144336052037	0.00349128275481	0.00833950504073	0.065522725358	0.223416056565	0.614968583213	0.0383007120852
a31	0.0174521203494	0.0200715370679	0.00225287728494	0.0159113523469	0.114223543786	0.348561375522	0.466115447738	0.0154117638284
a24	0.0379192659498	0.045529767356	0.014898978195	0.023516789449	0.127971341262	0.339956471841	0.388343509246	0.0218638821761
a31	0.0624380363166	0.087658002452	0.0272640407317	0.030666569483	0.124111810421	0.322127880614	0.308376696415	0.0373569650587
a10	0.0854944631055	0.115499980817	0.0377124719106	0.0340935968277	0.121632783474	0.300044133538	0.241556648805	0.0639659360196
a20	0.139665821035	0.115786216939	0.0504642583035	0.0310092572759	0.109319911158	0.236425287846	0.211615956268	0.105713312007
a31	0.213882387012	0.121504225646	0.0468894927678	0.033733706092	0.100740450386	0.187721939282	0.194027445423	0.101500365336
a39	0.262916769004	0.122873178549	0.0451579809226	0.0329599956973	0.0865728667953	0.149887643094	0.153680181808	0.145951389779
a31	0.305499436335	0.129581676183	0.0524527603075	0.0372343508991	0.0790206155984	0.120914834365	0.117353185936	0.157943127926
a18	0.311733225445	0.142601405394	0.0609067867692	0.040200023633	0.0742526151995	0.103996828122	0.0884968056453	0.177812287309
a31	0.298642875148	0.151010868465	0.0767283122564	0.0398457878777	0.0653245317332	0.0881571960407	0.0617516295484	0.218538782436
a17	0.290767358383	0.179718416155	0.0949785974188	0.0423112059592	0.0655247005777	0.0801286806802	0.0472482991828	0.199322747479
a31	0.261584419461	0.198251965385	0.117015615806	0.0428775839864	0.0629018348592	0.0724591598934	0.0339226597276	0.21098675916
a8	0.238796603154	0.229217448462	0.121177350602	0.0495143599955	0.0726283429531	0.0716485126311	0.0278959242425	0.18912142972
</S>	0.219044646577	0.259285289231	0.110793973301	0.0520763999978	0.0834367714766	0.0791446438156	0.0259749836212	0.17024326486
