 	e	che	cucino	</S>
a31	0.0041259518	0.00253422555	0.068785715	0.924554135
a24	0.00519266353333	0.00398593638333	0.0543694153333	0.936452001667
a31	0.00496447434444	0.0135129791278	0.258634658778	0.722887873889
a11	0.0155745424481	0.0663469097093	0.589455786259	0.328622758463
a46	0.0423679674827	0.178569343236	0.61646058542	0.162602106654
a41	0.0855340091609	0.257542051079	0.411214768473	0.245709175551
a20	0.184333306387	0.286068243693	0.222408642824	0.307189805184
a36	0.328974568796	0.311782067898	0.138057655608	0.221185705061
a31	0.378058919599	0.358302305966	0.102329373203	0.16130940502
a46	0.3805453732	0.395596098655	0.0915946677343	0.13226385834
</S>	0.4065618666	0.394383689328	0.0935740238671	0.10548041417
