 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.00144755313	0.001355119723	0.00141055582	0.0080092820625	0.291521470065	0.07583250115	0.1210299905	0.3798465365	0.119546964
a20	0.00140277290467	0.001353841577	0.001368588694	0.0079894844195	0.292006589122	0.380990530383	0.1431510035	0.131348287927	0.0403888906403
a28	0.000477267185557	0.000468620226	0.000464338771333	0.0027031844985	0.111570439474	0.727838600128	0.0991707745	0.0437907091247	0.0135160789671
a31	0.000168888866186	0.000367945759667	0.000163298566444	0.000980792502833	0.093890247158	0.821954490043	0.0633075281667	0.0146012269046	0.0045655922177
a39	8.43553603953e-05	0.000637023273222	9.90156404813e-05	0.00279943254428	0.124268449053	0.825138383348	0.0404359033889	0.0049147062922	0.0016227480379
a24	0.000262474076798	0.000846704157741	0.000777962808494	0.0226906008481	0.143857893018	0.765480061116	0.063303238463	0.00206842441407	0.000712651605967
a31	0.000923879358933	0.00155140285258	0.00332311500283	0.0365633639494	0.158333057673	0.588176467039	0.206175096154	0.00378360027136	0.00116998924532
a17	0.00228310078631	0.00250636591753	0.00715666586761	0.0469650833165	0.173899042558	0.407760189013	0.352362645385	0.00546489409045	0.00160196424844
a31	0.0120972664621	0.00540129797251	0.0166056989559	0.0639562911055	0.189309867519	0.308158273004	0.387314521795	0.0112413646968	0.00591539594948
a39	0.0303985088207	0.0097588986575	0.0379176419853	0.0883700337018	0.190706902506	0.223258207668	0.372444180598	0.0301287798989	0.0170168563165
a41	0.0505611786069	0.0123336047192	0.0597528139951	0.103894897901	0.149086667502	0.133343470556	0.277023890199	0.1510913273	0.0629121331055
a31	0.0510909962023	0.0119002240731	0.076451622665	0.103918752634	0.0946184045007	0.0583047001853	0.165659470066	0.3291517091	0.108904107702
a33	0.0380631747341	0.013075551691	0.0930204542217	0.120798107545	0.0741854751669	0.0406103520618	0.133134966689	0.3845059597	0.102605962567
a31	0.0299605349114	0.0115579754637	0.0950737867406	0.126647861182	0.0930766467223	0.0332263576873	0.113901717563	0.365739256567	0.130815844189
</S>	0.0246260384557	0.00762476758185	0.0892444533703	0.121724833591	0.113774278361	0.0230458343436	0.0866671417815	0.361335398284	0.171957222094
