 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.0399648805	0.03725102015	0.076504591	0.074135199	0.00883360835	0.02538142595	0.00097828955	0.0054175805	0.0454718366	0.61202273	0.072204082	0.001834700225
a3	0.0418634585	0.0215126528167	0.0287606289	0.0260554036	0.00408626019	0.0105529372833	0.000643503823333	0.0058393173	0.0491076152	0.444210121	0.143254444	0.224113596408
a31	0.0186283676667	0.0159016004056	0.0119232805	0.00922848933	0.00176339078333	0.00476125279443	0.000949442747778	0.00470669623333	0.0303357227333	0.257000398	0.343128428	0.301672879303
a7	0.0159722523889	0.0097685289352	0.0057255438	0.00415437850667	0.00149751517444	0.00463902063148	0.00141804824926	0.0117701654111	0.0447718055778	0.238699276	0.505243742667	0.156339700268
a20	0.0171223151296	0.0084797144784	0.00427657956667	0.00323951320222	0.00223983269148	0.00777713287716	0.00178779588309	0.0233527598037	0.0655912871926	0.183240375333	0.532543547556	0.150349180089
a24	0.0280971467099	0.00772283065947	0.00523322082222	0.00600454556741	0.0160728274972	0.0184914872924	0.0107230836277	0.0259030866012	0.0607283490642	0.137859271778	0.464874389185	0.21828979003
a31	0.0477748282366	0.0110854548865	0.00843588894074	0.00829735418914	0.0211608026991	0.0254535760975	0.0166078525426	0.0240713522004	0.0465121610214	0.098628763926	0.434133236395	0.25783872001
a20	0.0587112294122	0.0261210832955	0.0126636993136	0.00787434872971	0.0140599140997	0.0226601820325	0.0154597598475	0.0200444850668	0.0352748803405	0.0699224879753	0.406271722132	0.31093618667
a31	0.127925464471	0.0559806924318	0.0167974567712	0.00844128657657	0.0113564337999	0.0203169643442	0.0137363325492	0.0165190523556	0.0277673514468	0.0569563746584	0.299425084044	0.344777485557
a28	0.170924584824	0.0747968388106	0.0203386182571	0.0102382001922	0.0107379163666	0.0194938961147	0.0114879707831	0.0160350311185	0.0259450091489	0.0541130322195	0.248552478015	0.337336395186
a31	0.227953861608	0.0973111329369	0.0254720027524	0.0133130587307	0.0108474026222	0.0195518910382	0.00993063006103	0.0152530710395	0.024380328383	0.0541903110732	0.221310956005	0.280485335062
a3	0.257163407203	0.113156460979	0.0303664519175	0.0161348029102	0.0125095483741	0.0208377646794	0.00989447215368	0.0158795583465	0.0250647887943	0.0557224786911	0.207867615335	0.235402648354
a31	0.232637039068	0.128321786993	0.0358305603058	0.0202760893034	0.0153628327914	0.0238263252265	0.0128111450512	0.0160785854488	0.0244358655981	0.051360790897	0.179403588445	0.259655412785
a35	0.245683339689	0.156308458998	0.0444917187686	0.0289297247678	0.0235952309305	0.0309995990755	0.0192961766837	0.0187994698163	0.0265789545327	0.0495914769657	0.143387566148	0.212338314262
a31	0.222380379896	0.169963556333	0.0562347962562	0.0404707415893	0.0375784209768	0.0401533996918	0.0370912565612	0.0220503699388	0.0277465441776	0.0431305593219	0.106627528716	0.196572451421
a20	0.218830733299	0.192890225444	0.0700759507521	0.0549107558631	0.0496021666589	0.0468472605639	0.0431821948537	0.0245744266463	0.0287450060592	0.0383200891073	0.0811440749053	0.150877098807
a0	0.2388712111	0.215928841815	0.0738293402507	0.0648702839544	0.066655580553	0.0534991408546	0.0470284882846	0.0272213375488	0.0301206113531	0.0371912183691	0.0566670369684	0.0881168926023
a31	0.2109970837	0.197187797272	0.0655521814169	0.0569722879848	0.0712889801843	0.0532500822849	0.0744414694282	0.0248339868496	0.0259512881177	0.0302275877897	0.0587187889895	0.130578468867
a38	0.182865594567	0.187133392424	0.0735622424723	0.0550117309949	0.0643950900614	0.061227246095	0.0884286031427	0.0279568186165	0.0275557753726	0.0286431699299	0.0591201953298	0.144100150956
a8	0.203229141522	0.198731164141	0.0836200528241	0.0675991019983	0.0711312146871	0.073948347365	0.0868615260476	0.0338673395388	0.0314688037909	0.0300247486433	0.0390487667766	0.0804698143187
a31	0.167351157174	0.180333774714	0.089051487608	0.0704849173328	0.099872866229	0.082031552455	0.106643083683	0.0382581885129	0.032530504597	0.0272939975478	0.0354170769255	0.0707314307729
a46	0.144464815725	0.167093788238	0.093415682536	0.0757099337776	0.116301416743	0.0880813661517	0.113920574561	0.040826186171	0.0333607058657	0.0261170401826	0.0334757369752	0.0672327752576
a31	0.137859421908	0.164024422746	0.0974680041787	0.0795645645925	0.121804603581	0.0901787473839	0.110476204854	0.0430200753903	0.0347135492886	0.0263471730609	0.0322793269917	0.0622638900859
</S>	0.107690435954	0.158095371373	0.105331827089	0.0755861552962	0.130267771791	0.0925479586919	0.117205217427	0.0468680076951	0.0368337376443	0.0258387885304	0.0359765064958	0.067758190043
