 	un	forno	che	fa	buon	pane	</S>
a31	0.1393745135	0.198389768	0.0749860612	0.0884629651	0.0185638965	0.0167907756	0.4634319805
a20	0.2574484145	0.269239552667	0.0945533537333	0.0960706403667	0.0185279345	0.101785280933	0.162374796833
a28	0.233246413167	0.213292870889	0.0829849165778	0.100360895456	0.0200245475	0.289384783644	0.0607055603777
a31	0.248483032722	0.161441536963	0.133714164193	0.136092648485	0.0150191440667	0.282153134548	0.0230963577259
a18	0.340214610907	0.133897725654	0.263252178064	0.119340382828	0.0102664505889	0.124107306183	0.00892135430863
a13	0.346524630302	0.136224498551	0.373930902688	0.0838216209427	0.00843657146297	0.0470789967277	0.00398276163621
a39	0.339078996767	0.182694069517	0.394423930896	0.0587547723142	0.00427519828766	0.0183635485759	0.00240947771207
a20	0.290237482256	0.277625049839	0.345098953632	0.0733240094381	0.00280104189589	0.0090414555253	0.00187200523736
a31	0.275925180752	0.323864526613	0.292348311211	0.094729473146	0.00184623522196	0.00929347384177	0.00199280277912
a20	0.277341730251	0.320049865538	0.27044160707	0.116804447715	0.00391318439732	0.00922433361392	0.00222483315971
a39	0.254624843417	0.317746401846	0.25443255569	0.147024209238	0.0157499871324	0.00735721553797	0.00306481805324
a18	0.246382391139	0.297060553949	0.244399781897	0.164760053079	0.0338703873775	0.00874708717932	0.00477978311775
a39	0.23532480038	0.280847051316	0.231846060632	0.175891677693	0.0577806157925	0.0118433247264	0.00646647747258
a46	0.227588676793	0.268770913772	0.222679083544	0.181570705898	0.0766223302642	0.0139428619088	0.00882541799086
a38	0.235436978931	0.276744131257	0.236796861181	0.167969335299	0.0606319577547	0.0106703863029	0.011750330497
a39	0.216198292977	0.256694193752	0.21850708706	0.167983171766	0.108570583585	0.017377940101	0.014668689499
a31	0.152889147659	0.204174444584	0.15048843902	0.213675870589	0.199944991195	0.0649614947003	0.0138655521663
a18	0.13205000922	0.171747921528	0.116305763007	0.213313370196	0.243405483732	0.0944508749001	0.0287265480554
a31	0.12347604974	0.139246633843	0.0949654130023	0.166761010065	0.283324407911	0.1413682783	0.0508581826851
a41	0.128795819913	0.133055547948	0.0722552696674	0.135933236688	0.300598009304	0.162704039433	0.0666580242284
a35	0.171128979971	0.147770639316	0.0765345798891	0.115041402229	0.287864003101	0.118051088478	0.0836092897428
a31	0.146059173324	0.135868425105	0.0630571292964	0.0998480640763	0.323649854367	0.123836414826	0.107680934914
a28	0.142053077775	0.134786867035	0.0521013490988	0.0893825313588	0.344098558122	0.123895744942	0.113681859971
a27	0.198538375925	0.158052282345	0.0652398910329	0.0917991504529	0.297478399374	0.0983132716473	0.0905786429903
a13	0.226338638642	0.171368267448	0.074784147011	0.0955746088176	0.269097239791	0.0865068138824	0.0763302756634
a46	0.237062656214	0.177661319149	0.0803989510037	0.0991330666059	0.259983486597	0.0791864612941	0.0665740632211
a24	0.240366168738	0.180626729716	0.0813091803346	0.100116727202	0.261686562199	0.075055247098	0.0608394380737
a39	0.215756496246	0.165770373239	0.0787514134449	0.102368795734	0.287251354066	0.0805821840327	0.0695193996912
a31	0.160934838749	0.12906950108	0.0684246461483	0.115170755245	0.321995498022	0.109482349678	0.0949223945637
a11	0.158607889583	0.124702663693	0.0639000903828	0.114578241748	0.317725032674	0.117643946559	0.102842124855
a31	0.157941626528	0.127049917898	0.0561965651276	0.102481030583	0.340140780891	0.113826158853	0.102363886285
a21	0.150862278843	0.124299905966	0.0492540933759	0.096178711861	0.362181310297	0.113865729618	0.103357961428
</S>	0.174530404422	0.137954232983	0.054162031688	0.0912654334305	0.344704105149	0.102182909809	0.095200917714
