 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.010289327715	0.0149876538	0.003208034635	0.081584479	0.4911327	0.20894567	0.12042387	0.054424635	0.00665882888	0.0083448265
a20	0.0115733115717	0.0329815269333	0.00993421087833	0.0918671583333	0.413598633333	0.247328616667	0.104898088	0.0542121192	0.0210479692933	0.0125583608333
a31	0.0053136993339	0.0348032976444	0.0108261311594	0.0504383601111	0.315054057778	0.463494392222	0.063361934	0.0200097732667	0.0236195640978	0.0130787697778
a28	0.0025652879213	0.0782144638815	0.0754464939198	0.0339430353704	0.178860255926	0.425969875741	0.172314744667	0.00879574342223	0.0180717270326	0.00581836962593
a37	0.00186237227377	0.142238077961	0.141951477973	0.0316008677901	0.0780790329753	0.208289996914	0.335413964889	0.0118874101407	0.0425660323442	0.00611075257531
a24	0.00221574272459	0.130025190987	0.110477011991	0.04087879193	0.0520353246584	0.171840805638	0.372915894963	0.0365624160469	0.0757244521147	0.00732438455844
a31	0.00536433257486	0.116218695329	0.140214366664	0.10330835731	0.0718582975528	0.176553155213	0.282278061654	0.0387235682823	0.0607124323716	0.00476875350948
a20	0.00706508052495	0.108391838443	0.145603626555	0.170459369103	0.100103824518	0.146112938404	0.231585580551	0.0451071970274	0.0420456444572	0.00352490129316
a1	0.00684347484165	0.0838580861477	0.0756134765183	0.166937681034	0.0904333018393	0.135832312801	0.28894324685	0.0772046970091	0.0682137014857	0.00612005776439
a31	0.00832507961388	0.0940002887159	0.0859983221728	0.202873455011	0.10305489228	0.120905560267	0.26053417895	0.058308244803	0.0606307368286	0.0053692850548
a28	0.010035402538	0.0936880829053	0.0872093407243	0.24451670167	0.113693284093	0.0779123994223	0.23721108965	0.0724218040677	0.0561802252762	0.00713170148493
a24	0.010615002846	0.0663305643018	0.0527113049081	0.208691630557	0.078935318031	0.0726160864741	0.25805065655	0.136443064689	0.0951731084254	0.020433292495
a28	0.0113470966153	0.0542945054339	0.042953419636	0.183610336852	0.0604576193437	0.0876921754914	0.25564062885	0.153836421563	0.121137009475	0.0290308108317
a24	0.0127121423718	0.048929270478	0.0409628648787	0.172542195617	0.0520244191146	0.0971867418305	0.243007589617	0.155234757188	0.136676609825	0.0407234152772
a46	0.0140690426239	0.045266333826	0.0399887589596	0.166828285206	0.0486519603715	0.0997411372768	0.225428313206	0.159921012396	0.146881366608	0.0532237770924
a14	0.0171353988746	0.049695677942	0.0430819686532	0.165075718402	0.0537759614572	0.120983365759	0.213014251069	0.147707477465	0.143345368869	0.0461848143641
a31	0.0213127876249	0.0572248269807	0.0434790362177	0.202082409467	0.0975847904857	0.10742141992	0.180861227023	0.145262079155	0.11103101829	0.0337404131214
a11	0.0235659632083	0.0529633836602	0.0392050727392	0.209922626489	0.104094541495	0.07886894264	0.168622302341	0.161365709718	0.10845785143	0.0529335943738
a31	0.0213168077361	0.0434626715534	0.0384219669131	0.194944865496	0.129748461832	0.0568719240467	0.172851987447	0.164674903239	0.111367125477	0.0663392664579
a47	0.0294583292454	0.0651994628511	0.059097930971	0.178303298499	0.145771523944	0.0260832975156	0.201871345816	0.14764149108	0.0887022434923	0.057871055486
a31	0.0418580054151	0.0711557909504	0.0624462619903	0.213495336166	0.123387901315	0.0114709304385	0.206965311939	0.142949333693	0.0646417311641	0.0616293738287
a24	0.057341470805	0.0514077949835	0.0398266333301	0.232709345389	0.109239822105	0.00859078541283	0.17043932398	0.164041771231	0.064288592388	0.102114433276
a1	0.0593417602683	0.0459267696612	0.0348287007767	0.171391951796	0.0639471207017	0.0192128034709	0.17686190466	0.182467733744	0.107044859463	0.138976357759
a20	0.0458266877561	0.0408309498871	0.0357175249256	0.147359673932	0.0472252752339	0.0342715894903	0.18956292822	0.188043751248	0.137481903154	0.133679682586
a31	0.045569694252	0.040535664629	0.0317397953085	0.172401807977	0.0532780284113	0.0333532911634	0.17184881274	0.192115787083	0.122100892718	0.137056220862
a20	0.058626442084	0.0413312112097	0.0294602567695	0.175162505992	0.0545957174704	0.0301560683878	0.158124434247	0.193231245694	0.112120485906	0.147191640287
a37	0.0711421306947	0.0410526277366	0.0323121129232	0.130596721997	0.0425059714901	0.0370009031293	0.167828494749	0.192791061898	0.134012028635	0.150757966762
a24	0.0728156135649	0.0411663339122	0.0336456369744	0.113405702332	0.0389238124967	0.0381434863764	0.17283468825	0.194949147299	0.141168589545	0.152947018921
a29	0.063400486855	0.0400879216374	0.0330125639915	0.121636442444	0.0382399191656	0.0430470221255	0.175784876083	0.190285425766	0.143013549848	0.151491826307
