 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.00600689555	0.0161784485	0.0417573395	0.301948765	0.207220105	0.015417232165	0.39309876035	0.017168449477	0.001203923205
a18	0.00502937508333	0.0146537578333	0.0506526581667	0.382962381667	0.356757808333	0.028403362055	0.138440046017	0.0192884162923	0.00381211430167
a24	0.00313892946111	0.0125563582778	0.0791632760556	0.287853107222	0.366600049444	0.048454090685	0.059416442339	0.0896974945641	0.0531201751006
a31	0.0044392632537	0.0191615754259	0.154351305352	0.318053305741	0.225293469815	0.0517600572283	0.0285794034463	0.129300041521	0.0690615350335
a37	0.0052190574179	0.0206890374753	0.174822305117	0.327506805247	0.177719923272	0.0503055114094	0.0167205084821	0.16015303384	0.0668637970112
a0	0.00634005537263	0.0146007418251	0.141330831706	0.237734088416	0.150925931091	0.0556894678031	0.010985529594	0.27647656128	0.105916801004
a28	0.00843271779088	0.0088352707417	0.125159010569	0.205295549472	0.15020444703	0.060626429601	0.00453095326467	0.336465350427	0.100450303668
a18	0.00916370959696	0.00782362838057	0.12358344519	0.181311479824	0.170813985677	0.103657061534	0.00232789105489	0.333478686809	0.067840134556
a31	0.0122619955323	0.0103331147935	0.127820343397	0.160067763275	0.211259525226	0.179084160511	0.00171049068496	0.259168718936	0.0382938831853
a37	0.0234903778441	0.0178408539312	0.119120799132	0.133795667758	0.198543081742	0.22686278017	0.00200844646165	0.238089072979	0.0402489293951
a20	0.035915271948	0.0308673753104	0.101201914377	0.106386395919	0.145563823914	0.24116484339	0.00340298228722	0.281003224326	0.054494166465
a31	0.0397863046493	0.0375931171035	0.091466886459	0.0911441453063	0.124765419638	0.292341337797	0.00747932466241	0.268559541442	0.0468638974883
a24	0.0756331805498	0.0584138877012	0.083604707153	0.0761272051021	0.0998541408793	0.272904982599	0.0161745485541	0.239916070481	0.0773712711628
a31	0.10793852685	0.0811322959004	0.0781428307177	0.061752341034	0.0738620136264	0.2201890042	0.048832289518	0.20760862016	0.120542093721
a20	0.13159436895	0.1021223153	0.0831160685726	0.058166914678	0.0634754118755	0.189479992733	0.0579669718393	0.17686459672	0.13721337124
a31	0.151040456317	0.123853231767	0.0908509261909	0.0542434008927	0.0527639616252	0.140837682244	0.0917624159464	0.13806289224	0.15658502708
a18	0.178441152106	0.134829137256	0.091998665397	0.0512520512976	0.0473451205417	0.116825984081	0.103391641315	0.11339426408	0.162521995693
a41	0.216548550702	0.140380815752	0.0880488931323	0.0536108904325	0.0489526615139	0.0988902393603	0.062020823105	0.127859304693	0.163687831898
a35	0.198386020234	0.124917101917	0.0737576967108	0.0474570744775	0.0468401151713	0.107327234453	0.0786217177017	0.154329228231	0.168363803966
a24	0.194792943411	0.122278300639	0.0663987332369	0.0411201124925	0.0421531107238	0.106516882818	0.100298972567	0.158533936077	0.167906981322
a28	0.192384407804	0.119847350213	0.062160201079	0.0373554331642	0.0394461259079	0.107747295606	0.116902910856	0.158409058692	0.165747180441
a31	0.157795945935	0.0999151734043	0.053139718693	0.0336966633881	0.0418596649693	0.133050818535	0.150397450285	0.172261379564	0.157883176814
a11	0.174062138645	0.109923737801	0.0555285298977	0.032284582796	0.0405485943231	0.123463817845	0.151305516762	0.159385353188	0.153497738938
a31	0.166783539548	0.1232689706	0.0658278452992	0.0306732942653	0.0339702051077	0.107908705948	0.169976385587	0.149714714396	0.151876349646
a20	0.161565966516	0.136481404867	0.0755689817664	0.0288784920884	0.0295761290359	0.0991897536493	0.184142435196	0.140966791465	0.143630083215
</S>	0.194591303258	0.154661797434	0.0816574058832	0.0297063395442	0.028416848018	0.0839118518246	0.159930047598	0.126736160732	0.140388316608
