 	l	ha	scritta	</S>
a20	0.32001763575	0.01980920285	0.022838975	0.63733418
a31	0.619361011917	0.0296184402833	0.0285053553333	0.322515181
a35	0.611719483972	0.0688861060944	0.152255352778	0.167139068
a31	0.357485217991	0.219644155365	0.305532127593	0.117338504667
a35	0.305974065997	0.393618031788	0.245107032531	0.055300875889
a31	0.314784751999	0.503708457263	0.13496836551	0.046538438963
a41	0.315577587333	0.491115692421	0.145159909837	0.0481468009877
a31	0.299185335778	0.377006820807	0.207033853279	0.116773980329
a11	0.197545485259	0.299126263602	0.262532794426	0.24079547011
a18	0.161206845086	0.284353204534	0.321752554809	0.23268744337
a13	0.238567008362	0.301504028178	0.318387441603	0.141541571123
</S>	0.311664404181	0.308133339089	0.275891555801	0.104310725562
