 	essendosi	vestito	</S>
a46	0.96586645	0.0289814155	0.00515215175
a31	0.774443133333	0.199757135167	0.02579976375
a18	0.405920457778	0.518486911722	0.0755926499167
a31	0.166536079259	0.749590937241	0.0838729999722
a20	0.0977212464197	0.835588962414	0.0666898166574
a46	0.0647767568066	0.822950537471	0.112272722219
a20	0.0565170502689	0.683337979157	0.260144987406
a31	0.117925206756	0.471257046386	0.410817772469
a0	0.216472972252	0.411103102129	0.372423950823
a46	0.321729944084	0.43235429071	0.245915773608
a35	0.388780774695	0.407613220237	0.203606001203
a46	0.412582008232	0.397556220079	0.189861760401
a24	0.440764832744	0.393605630026	0.1656295468
a46	0.453868290915	0.395813400009	0.1503183356
a24	0.458039913638	0.39866249667	0.143297628533
a31	0.449947944546	0.40098655889	0.149065539511
</S>	0.438912207273	0.403239194445	0.157848624755
