 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.0463299551	0.111087287018	0.115464831042	0.155085033071	0.0556441835	0.4931659282	0.014921902	0.005066747782	0.00323413096
a16	0.0558366857	0.121534788006	0.124231340347	0.16493474669	0.1819016445	0.320741364867	0.0195977853333	0.007383762594	0.00383785132
a31	0.0328531169	0.056975371002	0.0621393407823	0.115817224563	0.376227448167	0.316486514956	0.0298981124444	0.007464418198	0.00213842403333
a24	0.0261404196333	0.0400029496673	0.0685011742608	0.157965451521	0.515667826056	0.160970808319	0.0242733132815	0.005551768466	0.000926274504443
a28	0.0391817158778	0.0749744465558	0.204647738087	0.19414172384	0.418467105352	0.0554204444397	0.0091846721605	0.00302745435533	0.000954680668148
a31	0.0839139299593	0.123713105519	0.312795882696	0.187678884613	0.262870518451	0.0210824971466	0.0045448380535	0.00239607118511	0.00100425336605
a41	0.10713773332	0.150356595173	0.315514650899	0.195355518204	0.21553851615	0.00910612022887	0.00286411685117	0.00225949582837	0.00186727116535
a31	0.121666807773	0.210708001724	0.330979343633	0.177360974068	0.148991135383	0.00356535664629	0.00147296015039	0.00204975794279	0.00320573075512
a28	0.129470995924	0.244237160575	0.333428501211	0.171579752689	0.111543901794	0.00159873603876	0.000979413596797	0.0018472395476	0.00531433428504
a20	0.122825361975	0.230355930192	0.319375413737	0.217666527563	0.0989730439313	0.00075856771292	0.000846674928932	0.0018902290492	0.00730822362835
a46	0.144867867325	0.228814593397	0.291779711246	0.222113715854	0.0988127779771	0.00036465866764	0.000853609926311	0.00249573358307	0.00989731207612
a11	0.161264989108	0.221848537799	0.260811180415	0.214441498618	0.113660519326	0.000252447789213	0.00182078717544	0.00829194996102	0.0176080740254
a46	0.171357499703	0.216110515933	0.237038883472	0.204980929539	0.124659749775	0.000249406319738	0.00340151812515	0.0174606143203	0.0247408363418
a31	0.163252683234	0.219600778644	0.224050881157	0.18346067318	0.138483459925	0.00129769935991	0.0142850959084	0.0345276341068	0.0210410914473
a17	0.159843541078	0.210994539548	0.202653220386	0.16038335106	0.151022169975	0.00185590511997	0.0224185046361	0.0613526780356	0.0294761541491
a31	0.158156117026	0.189109199849	0.173631503462	0.137720190353	0.152224259992	0.00556430410666	0.041007284212	0.105176556012	0.0374106347164
a20	0.138398372342	0.18177699995	0.155001781154	0.119417696784	0.118845144664	0.00871991613555	0.0588487170707	0.159347072004	0.0596443009055
a31	0.114848040781	0.157373379983	0.125050349051	0.103833286928	0.0762872082213	0.0169744388118	0.0764081680236	0.240829457335	0.0883956753018
a13	0.106306993594	0.157364453328	0.105300471684	0.0844493836427	0.0504652600738	0.0271596916039	0.0882036740079	0.268509115778	0.112240993434
a18	0.154889041198	0.192555437776	0.112336328895	0.0761787578809	0.0391350220246	0.0272595715346	0.0704787640026	0.203404051926	0.123763041145
a13	0.216752213733	0.200645829259	0.113815391298	0.072475112627	0.0503014273415	0.0260837878449	0.0571678570009	0.155648427309	0.107109949048
a31	0.184411397911	0.171097599753	0.0958192170993	0.065596169209	0.0457123534472	0.034736011615	0.068380756667	0.211301922436	0.122944545016
a18	0.177710482637	0.169735283251	0.0900598756998	0.057072707403	0.0356636488157	0.0400936405383	0.071383013889	0.227599670812	0.130681638339
a3	0.246107994212	0.206122401084	0.105632498567	0.0545732791343	0.0400412802719	0.0353963558461	0.0545159912963	0.151062380271	0.10654781278
a0	0.273216378071	0.218622977028	0.111010969522	0.0536090397114	0.0425018740906	0.033977425282	0.0482204754321	0.122987913424	0.0958529675933
a20	0.259136579357	0.201670839009	0.103114136507	0.0526514339038	0.0483338526969	0.0332902517607	0.0476115734774	0.141819487808	0.112371845864
a31	0.217837366452	0.180318063003	0.0921992775023	0.0506613176346	0.0468181702323	0.0341953095869	0.0531039244925	0.183320929269	0.141545638621
a13	0.220394412151	0.191698384334	0.0985607545008	0.0487049942115	0.0390420580774	0.0351281431956	0.0530500711642	0.17573216309	0.137689021207
a31	0.194024367384	0.193536304778	0.110871103167	0.0516875440705	0.0293885110258	0.0370327450652	0.0550481167214	0.190257017697	0.138154272069
a20	0.173455742461	0.191481081593	0.123453516056	0.0544518806902	0.0239782973419	0.0378371773551	0.0571324419071	0.200775905899	0.137433932356
a13	0.217442934154	0.207014653864	0.136148168685	0.0547931755634	0.029114326114	0.0360857384517	0.0513367926357	0.156845461966	0.111218722452
a20	0.226003064718	0.206720397955	0.137478472895	0.0546406595211	0.031258801038	0.0348697658172	0.0492761125452	0.151959803989	0.107792907484
a31	0.207723254906	0.188031739318	0.128257670965	0.0525343038404	0.0334935456793	0.0330749722724	0.0514369031817	0.183186787996	0.122260809161
a17	0.206119161635	0.186528933106	0.129428936988	0.0535357009468	0.0340932612264	0.0333802924241	0.0528083457272	0.183630115999	0.120475246387
a20	0.214513957212	0.195182894369	0.137459645663	0.0567025469823	0.0328140237421	0.0347723041414	0.0515264259091	0.165635742	0.111392478796
</S>	0.209897698606	0.191756512185	0.137339602831	0.0573827064912	0.0325268348711	0.0348930020707	0.0516016439545	0.170500341	0.114101684398
