 	l	ho	sentito	che	viene	</S>
a34	0.659731415	0.1593584	0.00256295005	0.03802698685	0.012501284885	0.1278189705
a46	0.465476397333	0.152689701667	0.0145083391167	0.306684798517	0.00950207355167	0.0511387121667
a41	0.156539688344	0.066642757389	0.0223936453722	0.698884786172	0.0165022158506	0.0390369023889
a19	0.053997248448	0.0265123156297	0.0196057937907	0.704305502057	0.150296071284	0.0452830361296
a31	0.043405554916	0.0318150008766	0.0483138025969	0.544283750686	0.276167803761	0.0560140440432
a20	0.047795234972	0.0347859544589	0.0775948028656	0.501926926895	0.285959724587	0.0519373396811
a31	0.0361456989907	0.019910424653	0.0629268566219	0.393120532298	0.333624808196	0.154271708227
a24	0.0313227116636	0.0140442542177	0.0380624462073	0.216518512433	0.428296302732	0.271755776076
a31	0.0254294032212	0.0115824900726	0.0269821890691	0.144634565811	0.404324274244	0.387047058692
a23	0.0216171190737	0.0163037950242	0.0431052916897	0.157393298604	0.258242894748	0.503337606231
a20	0.0480583750246	0.0872452706747	0.108949342563	0.176395622868	0.144869008249	0.434482408744
</S>	0.0756303255123	0.153461875337	0.155906221282	0.163239656434	0.0927532241245	0.359008734372
