 	non	deve	magniare	la	sera	</S>
a20	0.59104265	0.0147869988	0.066583205	0.10908249	0.033561755	0.1849429063
a31	0.680017466667	0.100413112933	0.0420229039333	0.0801544276667	0.0326877956667	0.0647042950333
a18	0.529325092222	0.357176354311	0.0164629959111	0.0311991642222	0.0406198825556	0.0252165330778
a37	0.274716177407	0.651852918104	0.0085828421037	0.0138532419074	0.0378966201852	0.0130982360259
a18	0.158037849136	0.791638939368	0.00558795363457	0.00731022446913	0.0276593007284	0.00976573100863
a31	0.119605466379	0.750017036456	0.0206784330115	0.0156403021564	0.0552477902428	0.0388109436695
a13	0.0981378071263	0.546863742152	0.0480197976705	0.0619518673855	0.181018466748	0.0640082745565
a31	0.0839335407088	0.322470167384	0.0986922492235	0.133231962462	0.261235215583	0.100436831519
a17	0.0670881659029	0.194618149128	0.149153716408	0.182686110821	0.269952175194	0.13650168384
</S>	0.0563251514514	0.152187494564	0.161272468204	0.198404590411	0.298706902597	0.13310339192
