 	non	ha	da	mangiare	</S>
a31	0.254623415	0.0853004286	0.02352428965	0.11050405	0.526047865
a20	0.227619155	0.1096918062	0.0297722402167	0.315297446667	0.317619386333
a31	0.108874846	0.0963631254	0.166396141406	0.474958988889	0.153406881111
a41	0.058737315	0.234105655133	0.309249930469	0.331550786296	0.0663562833703
a10	0.0390526063333	0.315142945044	0.404861616823	0.211119018765	0.0298238106568
a31	0.0311962047778	0.221042058348	0.484357062274	0.241572469588	0.0218322197523
a15	0.0520315715926	0.191797102783	0.433893120758	0.278276463196	0.0440017602508
a31	0.0723107985309	0.200084940928	0.375869223586	0.243753171065	0.107981865084
a39	0.0684985755103	0.188362663643	0.352167141195	0.231045873688	0.159925761695
a37	0.13437923317	0.218853194548	0.315529777065	0.201620231229	0.129617581565
</S>	0.207984666585	0.257490512274	0.281719258533	0.158920100615	0.0938854472825
