 	vuole	pianto	</S>
a39	0.4749559	0.0104489495	0.51459515
a31	0.625500056667	0.0250623171667	0.349437613333
a41	0.534087245556	0.0933682823889	0.372544451111
a31	0.287571871852	0.14056627413	0.57186185037
a37	0.415806577284	0.114234011377	0.469959420123
a11	0.543590669095	0.224314270459	0.232095052708
a39	0.416106559698	0.442382713486	0.141510713569
a31	0.308101623233	0.525112727829	0.166785614523
a46	0.251081671078	0.563354595943	0.185563678174
a31	0.198812617026	0.540095785314	0.261091576058
</S>	0.187111368513	0.471955742657	0.340932888029
