 	venne	scritto	</S>
a31	0.4478735735	0.0302968705	0.5218296
a28	0.7398272045	0.0495559938333	0.210616867333
a8	0.7283250815	0.163774021278	0.107900918444
a31	0.434761123167	0.240712920426	0.324525918148
a20	0.160214197056	0.260309753475	0.579476022716
a31	0.0651625670187	0.467983701158	0.466853730905
a13	0.136189063673	0.646964763719	0.216846174968
a29	0.327078601224	0.591258407906	0.081662991656
a39	0.436206340408	0.486399729302	0.0773938992187
a31	0.417797546803	0.383678313101	0.19852410974
a35	0.359814322268	0.295599111034	0.34458657658
a31	0.275722334089	0.243251207011	0.481026465527
</S>	0.216356187044	0.220200673505	0.563443132763
