 	le	melanzane	vogliono	ee	girate	</S>
a31	0.125104074	0.650262475	0.19690631	0.01987554825	0.00335342195	0.0044982047
a20	0.207200384667	0.630611941667	0.134400331667	0.01923440095	0.00481128675	0.0037416906
a18	0.212861394889	0.520773953889	0.0531525797223	0.0266472701833	0.18089201125	0.00567284523333
a20	0.151700318296	0.258370357296	0.0209579509408	0.0764661300611	0.486248080417	0.00625720191111
a38	0.154952426099	0.135702603432	0.0159328498469	0.152062073354	0.522920470139	0.018429603137
a17	0.233035852033	0.183258469477	0.050002825949	0.170323157785	0.333572966713	0.0298067527123
a31	0.299354130678	0.258062973159	0.075949891983	0.126335115928	0.216779698904	0.0235182165708
a20	0.308683996893	0.261126211053	0.0848375739943	0.103641071976	0.176781116301	0.0649300528569
a41	0.288117565631	0.233940753684	0.104606851331	0.0958922773253	0.147463785434	0.129978774286
a29	0.28827807521	0.216826781228	0.115832443777	0.0897367657751	0.138193628478	0.151132311429
a11	0.29079408507	0.208322880409	0.120337797926	0.0867483352584	0.133520036159	0.16027685381
a31	0.299495368357	0.201575130136	0.132986919309	0.0825061850861	0.128915445386	0.15452092127
a8	0.316935422786	0.207065750045	0.124254283103	0.0823576416954	0.121876618462	0.147510273757
a31	0.317798254262	0.204086270015	0.096025637701	0.0632738102318	0.098536296154	0.220279741252
a1	0.305161764754	0.195682126672	0.0777951959003	0.0382282287439	0.0847696303847	0.298363067084
a31	0.275356101585	0.207415595557	0.0839869206334	0.0313609365813	0.0699925751282	0.331887902361
a3	0.273427830528	0.231568655186	0.0976296088778	0.0321510188604	0.0530224727094	0.312200457454
a31	0.268934590176	0.233214535062	0.107578696293	0.0331773992868	0.0456520752365	0.311442732485
a8	0.270310153392	0.252022925021	0.097254745431	0.0315301290956	0.0438689517455	0.305013094162
a23	0.339692697797	0.286390015007	0.081104208477	0.0347102146985	0.0482695815818	0.209833298054
a31	0.335095352599	0.294165105002	0.0970210694923	0.0419914235662	0.0425480805273	0.189178992685
a46	0.322339450866	0.278027688334	0.100048381164	0.0456182865221	0.0443598198424	0.209606384228
a37	0.362263623622	0.246831746111	0.0984080550547	0.047161012174	0.0522325752808	0.193103001409
a46	0.379330437874	0.23669059537	0.103827998352	0.0502644763913	0.0542245610936	0.175661927136
a24	0.383961902625	0.23420875179	0.105844462784	0.0503170657971	0.0542140500312	0.171453745712
a31	0.379131244208	0.239770587263	0.108801920928	0.0504891099324	0.0573499683437	0.164457171904
a46	0.372720158069	0.252785735754	0.119063510309	0.0500332819775	0.0535023527812	0.151895007301
a31	0.309007489356	0.259638028585	0.161116603436	0.0546936143258	0.0399240005937	0.175620305767
a8	0.271963456452	0.265670492862	0.190210501145	0.0613860577753	0.0335416318646	0.177227865256
a24	0.304252898817	0.273858264287	0.186308740382	0.0637018585918	0.0330661052882	0.138812149752
a8	0.317654236272	0.281044001429	0.188127450127	0.0659028241973	0.0330202110961	0.114251307917
a31	0.310436265424	0.274767297143	0.186238486709	0.0679040647324	0.0352764546987	0.125377455972
</S>	0.298720042712	0.264788263571	0.184474068355	0.0690937473662	0.0371454138493	0.145778497986
