 	prima	di	andare	alla	scuola	</S>
a7	0.53986717	0.00246087745	0.06336720665	0.11389447985	0.02568939775	0.2547208952
a11	0.511473009433	0.00808371898333	0.04220459765	0.05401063885	0.202934941083	0.181293118533
a43	0.172764599744	0.0158743876611	0.106694596883	0.0943708086167	0.446359657028	0.163935948178
a20	0.0594222099147	0.0284044432204	0.226493092294	0.166118819539	0.426904289009	0.0926571413927
a31	0.0327475778049	0.0634793604068	0.359633680765	0.168920319846	0.267450426336	0.107768637131
a20	0.0373430822683	0.101437540136	0.473223643588	0.128778386615	0.142433425445	0.11678393571
a31	0.0661849554228	0.116715520045	0.459621094529	0.112252130872	0.078660365815	0.166565941903
a20	0.102665611808	0.140418906682	0.368881844843	0.107511775624	0.0438031592717	0.236718697301
a31	0.127148537269	0.184725738894	0.292631034948	0.108327915208	0.0426953097572	0.244471462434
a20	0.14012904909	0.258231242965	0.238942624983	0.101304121736	0.0497734712524	0.211619487478
a31	0.139727789697	0.338809980988	0.202628691661	0.0877308705787	0.0596335104175	0.171469152493
</S>	0.140663879848	0.368000290494	0.175305480831	0.0847934402893	0.0709655782088	0.160271331247
