 	Marika	tu	hai	mangiato	</S>
a8	0.62417041	0.0337243014	0.0887840385	0.020865022	0.232456275
a31	0.31528345771	0.0335214022533	0.113190842833	0.211169705	0.326834621667
a24	0.105204359348	0.0164802742044	0.197042140944	0.446543851667	0.234729368556
a31	0.0351072864793	0.0146416757348	0.349058283648	0.504734267222	0.096458464852
a28	0.0117502952848	0.0136475795783	0.377568747883	0.559827355741	0.0372060050507
a31	0.0042155989916	0.0214405775261	0.392067989294	0.566156051914	0.0161197594502
a3	0.0025071453972	0.0405046185087	0.395547643098	0.544936450638	0.0165041364834
a18	0.00235522206573	0.0626320711696	0.276135871033	0.507629300213	0.151247530494
a31	0.00607347662191	0.0760148453899	0.149589403678	0.341802763404	0.426519490165
a23	0.0113183485406	0.12239351513	0.101970191226	0.203832484468	0.560485443388
a31	0.0228855818469	0.21646459171	0.0824610370753	0.137330224823	0.540858547796
a20	0.0828932596156	0.38146633057	0.0787430623584	0.0737588882743	0.383138439265
</S>	0.132726764808	0.495950915285	0.0871753461792	0.0510187441371	0.233128204633
