 	mi	sono	vestito	</S>
a39	0.74029869	0.0067508226	0.0160661878	0.2368842875
a11	0.543415749	0.0700506362	0.2073065356	0.179227070833
a13	0.192672378667	0.187463802067	0.475182358533	0.144681463611
a18	0.0769979587223	0.315414897356	0.532447066178	0.0751400718703
a31	0.0467591154074	0.406416075785	0.454309942059	0.0925148612901
a37	0.0455662951358	0.414583698595	0.36736123402	0.17248878043
a15	0.0705723950453	0.383767906198	0.304971284673	0.240688423477
a31	0.115529551682	0.347600002066	0.225819638224	0.311050804492
a46	0.200981953894	0.359450920689	0.163523832741	0.276043261497
a31	0.277101121298	0.390484446896	0.140173154247	0.192241223832
a20	0.282797100433	0.423733775632	0.137317038082	0.156152009611
a31	0.270647293478	0.438030468544	0.142512256027	0.148809928204
</S>	0.261741536739	0.421522699272	0.139010703013	0.177725039102
