 	ho	finito	di	scrivere	</S>
a38	0.01455433735	0.2980041595	0.09559132155	0.000844451975	0.59100575
a31	0.0311592571167	0.4333176465	0.258116550517	0.00206338729167	0.275343198667
a15	0.0334064163722	0.497090908833	0.358028936839	0.00305385793056	0.108419899322
a18	0.0266743701241	0.548669336278	0.383663655613	0.00242398577685	0.038568646874
a31	0.128515962708	0.406622265426	0.445711495204	0.00330985015895	0.0158403932913
a37	0.163081300903	0.338978495142	0.475998521735	0.00496330641965	0.0169782940971
a31	0.110367793634	0.371570891714	0.495305297245	0.00458642520655	0.018169539699
a0	0.0882585855447	0.344309927238	0.478895739082	0.0147737626688	0.073761990233
a31	0.0606828761816	0.380453965746	0.424074986361	0.0227153828896	0.112072786744
a18	0.0517247760605	0.382628768582	0.370237088787	0.0874801112965	0.107929245581
a31	0.0540879460202	0.373131376194	0.323301832929	0.127239397099	0.122239455194
a39	0.0567078136734	0.359568282065	0.303350510976	0.159649522366	0.120723901731
a20	0.0499856928911	0.356710757355	0.282393113659	0.207563000789	0.103347477244
a31	0.070625694297	0.346045689118	0.25876531122	0.208866780263	0.115696565748
a8	0.0748160314323	0.320011386373	0.261970330407	0.216662510088	0.126539785249
a20	0.129273513811	0.349684775458	0.241633520136	0.186125686696	0.0932825517497
a31	0.149678227937	0.331147351819	0.251858350045	0.157849542232	0.10946653725
</S>	0.108275433969	0.31295174591	0.287104085023	0.154498931116	0.137169783625
