 	avete	cucinato	le	verdure	</S>
a29	0.446754336	0.0369194493	0.0033988313	0.0093287995	0.503598684
a38	0.443558333333	0.0527128294333	0.0101039714333	0.0126911051667	0.480933840667
a31	0.158119491778	0.0610707041444	0.0264336161444	0.229668163722	0.524708006889
a11	0.119362896593	0.155648031381	0.107609454381	0.359303807907	0.258075787963
a37	0.177882395531	0.217979383794	0.252699224794	0.234232102636	0.117206894988
a11	0.227955965177	0.181818497931	0.351547741598	0.163390000879	0.075287804996
a31	0.213780855059	0.134893475977	0.318324113866	0.11996391696	0.213037634999
a20	0.218106508353	0.0964600619923	0.240315677955	0.0953359356533	0.349781778333
a31	0.262826569451	0.107726170664	0.240425615985	0.0811937072178	0.307827899444
a39	0.301340706484	0.138477786888	0.279413021995	0.0759103594059	0.204858129815
a13	0.365491712161	0.178147238963	0.276980917332	0.0686308681353	0.110749282272
a18	0.40758088072	0.213623609654	0.246490575777	0.0609410410451	0.0713638787573
a39	0.424836443573	0.225527179885	0.233076018592	0.0575766043484	0.0589837635858
a31	0.430809314524	0.224448903295	0.228927382864	0.0546235654495	0.0611908795286
a46	0.432140204841	0.225127191098	0.228061464288	0.0537831494832	0.0608880308429
</S>	0.432761452421	0.229498165549	0.227135022144	0.0548940587416	0.0557113369214
