 	mia	figlia	vuole	andare	</S>
a46	0.81071105	0.1092962784	0.0420730931	0.0026632469	0.0352563595
a31	0.519795123333	0.159916799467	0.124945964367	0.167506860233	0.0278352595
a7	0.221919154444	0.189368976489	0.283105101456	0.280709366744	0.0248973841667
a20	0.168777488148	0.238106562163	0.413823357152	0.167443754581	0.0118488290556
a31	0.300488612716	0.191848180721	0.358896189051	0.140175180527	0.00859182135187
a46	0.320936874239	0.18735016024	0.34584546635	0.133473130176	0.0123943321173
a31	0.19146049808	0.27977175008	0.42277797545	0.0820920140587	0.0238977383724
a46	0.12344354836	0.311452480027	0.40259629515	0.11910609202	0.0434015737908
a31	0.09562213512	0.304197786676	0.36540231505	0.16989504734	0.0648826812636
a11	0.08523821404	0.274698568892	0.355452005017	0.195682879113	0.0889282937545
a3	0.06942386368	0.298061539631	0.371446411672	0.171511071371	0.0895571012515
a31	0.0777461578933	0.306886376544	0.347165300557	0.153182912124	0.115019247084
a27	0.0818624126311	0.295385805515	0.333774543519	0.157395967375	0.131581245695
a0	0.137177327544	0.342842491838	0.32552048784	0.103223457125	0.0912362068983
</S>	0.194562438772	0.362230630919	0.29738321892	0.0728961355625	0.0729275509492
