 	che	non	li	aspetiamo	</S>
a20	0.560477175	0.00710316525	0.00111770837	0.0023824616025	0.428919531
a8	0.680460858333	0.16301063675	0.00460897130333	0.00298185413583	0.148937711667
a7	0.405285979444	0.506866458917	0.0264580441011	0.00506185104528	0.056327663889
a35	0.155629190815	0.699013989639	0.1122390367	0.00476664114843	0.0283511612963
a46	0.0658969912717	0.564316763213	0.326259385567	0.00448294611614	0.0390439610988
a31	0.0317117164239	0.337092111071	0.518308395189	0.0280830955054	0.0848047336996
a11	0.0247850404746	0.22544628369	0.511221005063	0.0795335418351	0.1590141879
a31	0.0245673721582	0.15654894623	0.389941008354	0.163547787278	0.265394922633
a0	0.0381996220527	0.13560752041	0.332047986118	0.220845819093	0.273299047544
a31	0.0541456890176	0.141929820137	0.286698958706	0.296288093031	0.220937422515
a30	0.0600566730059	0.137113343379	0.282466789569	0.33701747101	0.183345714172
a0	0.107510877669	0.187287617793	0.321191466523	0.264443407003	0.119566629724
a31	0.119402749223	0.176055569264	0.292975718841	0.292035869001	0.119530111575
</S>	0.0886669896115	0.131281939632	0.27756318442	0.3589791845	0.143508730788
