 	vengono	vestiti	dai	genitori	</S>
a31	0.0045824163	0.000398693045	0.86277447	0.0322454105	0.0999989792
a46	0.0026830775	0.00384436539833	0.908439056667	0.0481159778333	0.0369175096
a18	0.00295414666667	0.229311727799	0.691510642222	0.0566889486111	0.0195345179333
a31	0.00453989975556	0.336370861266	0.547242947407	0.10005117687	0.0117951177778
a11	0.00444365075185	0.316507952422	0.491496305802	0.15946414229	0.0280879667259
a31	0.00437675181728	0.298235538807	0.418002348601	0.240760640763	0.0386247329086
a39	0.00806834977243	0.193618460936	0.407310849534	0.290175490254	0.100826871636
a31	0.0346401212575	0.180787116979	0.358448223178	0.291462946751	0.134661628879
a35	0.0536143427525	0.17342191566	0.329520937726	0.27564583225	0.167797001293
a31	0.105906946584	0.155684361887	0.290934892575	0.251093134083	0.196380667098
a18	0.146734205528	0.137116510629	0.278894304192	0.237191528028	0.200063455699
a0	0.170329255176	0.147982853543	0.238221668064	0.194467749343	0.248998478566
a31	0.199690305059	0.116490061181	0.225772296021	0.189421966448	0.268625376189
a37	0.225849641686	0.101749470394	0.226028008674	0.185429668816	0.260943225396
a20	0.286132617229	0.117034813465	0.215838656225	0.152560129605	0.228433765132
a31	0.282370729076	0.0973895178217	0.274400665408	0.150482123202	0.195356951711
a41	0.317328626359	0.0809841459406	0.306018898469	0.144053271067	0.151615105904
a20	0.394851318786	0.0871912453135	0.260399596156	0.118964912356	0.138592943968
a31	0.396175006262	0.0848413897712	0.273023265385	0.115475929452	0.130484397989
a20	0.400850595421	0.0778446912571	0.299568781795	0.116290011151	0.10544592933
a39	0.429101408474	0.0756099417524	0.292839540598	0.108814358384	0.0936347897767
a46	0.439353986158	0.0769756972508	0.285291060199	0.104272442795	0.0941068632589
a41	0.438331878719	0.0780339410836	0.2836243634	0.103138050932	0.0968717664196
</S>	0.43663211436	0.0784152705418	0.2823646567	0.102685275466	0.0999026612098
