 	ho	cosa	a	fare	</S>
a23	0.668732895	0.0177058113	0.00641214185	0.040127493	0.267021661
a17	0.533028998333	0.0485250937667	0.0192634055167	0.067929481	0.331253037667
a31	0.202039157111	0.0942716812556	0.162512122506	0.191515700333	0.349661364556
a8	0.086963315037	0.205331373752	0.266113067502	0.281769900111	0.159822375519
a31	0.0596671790123	0.303942714584	0.229014095834	0.315948400037	0.0914276305063
a13	0.0462190800041	0.325772504861	0.253340265278	0.330353183346	0.0443149814021
a24	0.0345335570014	0.305654818287	0.341592588426	0.288189871115	0.0300291697007
a31	0.0425260246671	0.252011352762	0.339522112809	0.236759963705	0.1291805379
a13	0.073666282889	0.237150344254	0.26030317427	0.179880114568	0.249000085967
a31	0.11374051563	0.291207531418	0.22859443809	0.131443094856	0.235014451989
a18	0.13175147321	0.382347773806	0.220379909363	0.0851557256187	0.180365140663
a0	0.170237642403	0.419542044602	0.211173556454	0.0639600642062	0.135086700221
a39	0.255067940801	0.398614214867	0.193111258818	0.0633126757354	0.0898939360737
</S>	0.2958499604	0.382609957434	0.183501714409	0.0622802618677	0.0757581420368
