 	siete	cucinato	</S>
a20	0.787110435	0.05114561515	0.161743892
a31	0.665717935	0.25025056705	0.0840314676667
a18	0.368435141667	0.53334380235	0.0982210282222
a21	0.165908960556	0.675702734117	0.158388266074
a37	0.121221673519	0.723080178039	0.155698112025
a21	0.229605271173	0.674150176013	0.096244529675
a31	0.395950267058	0.485555568671	0.118494135558
a18	0.513261872353	0.315951466224	0.170786618519
a31	0.502306340784	0.244185132075	0.253508486173
</S>	0.442829120392	0.213760056038	0.343410778087
