 	viene	fabbricato	</S>
a31	0.04582549035	0.463630335	0.490544205
a24	0.0475363651167	0.320610891667	0.631852781667
a31	0.0237106183722	0.528857220556	0.447432173889
a18	0.138071317791	0.575422606852	0.286506057963
a31	0.25704472593	0.367404828951	0.375550452654
a37	0.284284211977	0.356515602984	0.359200210885
a31	0.296347043992	0.417936300995	0.285716673628
a20	0.273241557997	0.447843306998	0.278915151209
a41	0.361429039332	0.416350998999	0.222219990403
a31	0.414677739777	0.401705356333	0.183616936801
a35	0.436142393259	0.400407442111	0.163450172267
</S>	0.502017976629	0.360766056055	0.137215951133
