 	non	aveva	da	stare	</S>
a37	0.0412585255	0.05429334867	0.13795886603	0.761879	0.00461027075
a38	0.040185428	0.0560034115567	0.17049360201	0.718356346667	0.0149612065167
a24	0.0220363035	0.0442969925189	0.192883637337	0.707874962222	0.0329080848389
a8	0.0191865971667	0.0525786658396	0.242690502446	0.630379774074	0.055164419613
a17	0.0367720537222	0.0757880136132	0.216239997482	0.591597728025	0.079602169871
a31	0.0985701579074	0.140965984538	0.177944052494	0.434814519342	0.147705259957
a20	0.138114779302	0.153467516846	0.134681497498	0.306611533114	0.267124656652
a8	0.115582139767	0.127601095615	0.127147112499	0.296140334371	0.333529328884
a31	0.129296813256	0.143526376538	0.1263254975	0.238852008124	0.361999309628
a20	0.186185827752	0.168972692179	0.113874123833	0.152860479375	0.378106856543
a31	0.223183105917	0.22673447406	0.120485095944	0.0878514947917	0.341745822181
a8	0.231430551972	0.279347961353	0.147130431981	0.0515227655972	0.290568270727
a31	0.237033560657	0.321668130451	0.165179517327	0.0403907658657	0.235727996909
</S>	0.250193795329	0.361287690226	0.159868568664	0.0248839454328	0.203765988455
