 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	7.3989662e-05	0.00026255963	0.002179917035	0.023672257	0.1070556875	0.0167302	0.66931463	0.18071075275
a46	0.002737298154	0.000560421976667	0.00280940101167	0.0281989633333	0.0547001318333	0.0471743036667	0.78938446	0.07443501475
a39	0.006377315718	0.00163480782556	0.00793437680389	0.0796771821111	0.0774325349444	0.0775807925556	0.69274867	0.0566142949167
a31	0.0138441225727	0.00638283267519	0.0394607819346	0.150097230704	0.0772843803148	0.0572801615185	0.61247969	0.0431708003056
a20	0.0354922908576	0.0323539832251	0.0522389843115	0.181855950235	0.0673086841049	0.0367197005062	0.541201396667	0.0528290241019
a31	0.0486589769525	0.0639494344084	0.0349897364372	0.183303636745	0.0599520347016	0.0258545855021	0.526471698889	0.0568198823673
a15	0.0433997943175	0.0986024548028	0.0261151928124	0.195232272248	0.0529297029005	0.0172479581674	0.498620592963	0.0678520317891
a11	0.0506282001058	0.164470874934	0.0233973862708	0.235045394083	0.0873919976335	0.0125776000558	0.327558857654	0.0989297039297
a31	0.0522586023686	0.184757964978	0.0205427044236	0.232386268028	0.0888620638778	0.00847118668527	0.348177542551	0.0645436872099
a46	0.0474670241229	0.176227868326	0.0221027411412	0.235455226009	0.101537685959	0.00773444736176	0.34777627085	0.06169874497
a31	0.058095067041	0.223993822775	0.0319823510471	0.228827032003	0.12353662532	0.0104918992539	0.262570333617	0.06050286359
a46	0.0652157936803	0.248726660925	0.035707390349	0.220507740668	0.12346397844	0.0111842537513	0.234419714539	0.0607744814633
a31	0.0766791078934	0.266451826975	0.0483826281163	0.206856026889	0.131601632813	0.0156462665838	0.19262673818	0.0617557847211
a15	0.0908988626311	0.283888908992	0.0543874613721	0.189711818963	0.129914274271	0.0169147602946	0.175101389393	0.059182518807
a31	0.11205075421	0.279934192997	0.0697371437907	0.172404097988	0.132059614757	0.0257211808649	0.147532726464	0.0605602866023
a20	0.14540208807	0.293653377666	0.0996290329302	0.135288187663	0.135222304919	0.0325321676216	0.107702228821	0.0505706112008
a18	0.226120029357	0.278241392555	0.10849328431	0.109297769221	0.116492838306	0.0288968865405	0.0752205909403	0.0572371744003
a46	0.329712553119	0.228599947518	0.10602429977	0.0847498730737	0.0905517527687	0.0372755515135	0.0730519916468	0.0500340021334
a31	0.35383347104	0.188437799173	0.120524699923	0.0664366930246	0.0858315142562	0.0835417198378	0.0553609692156	0.0460331523778
a15	0.368830910347	0.175050963058	0.126152846641	0.0560076373415	0.0807743047521	0.106527866613	0.0443655617385	0.0422899557926
a31	0.345438963449	0.163949857686	0.13369192888	0.0510794234472	0.082222341584	0.141628922204	0.0410549449128	0.0409336412642
a37	0.32531006115	0.167519055895	0.141377541293	0.0472874511491	0.0816795471947	0.160937409068	0.0376710049709	0.0382179290881
a35	0.374835573717	0.178600918632	0.123458488764	0.050630400383	0.0694813723982	0.116707178023	0.0486631973236	0.037622881696
a31	0.367190604572	0.182306579544	0.127743752921	0.0504499101277	0.0692045741327	0.124244839341	0.0430782907745	0.035781454232
a46	0.342026061524	0.191999793181	0.136980330974	0.0490760077092	0.0693959333776	0.138106586447	0.0401164102582	0.032298875744
a31	0.305154457175	0.190724484394	0.148472233658	0.0530631885697	0.0789261647925	0.153472085482	0.0394886097527	0.0306987629147
a11	0.273679385725	0.191764028131	0.158063547886	0.0557158928566	0.0852401065975	0.165796718494	0.0408851119176	0.0288551716382
a31	0.245900978575	0.17988840271	0.162933719295	0.0600271426189	0.0982161188658	0.180370092831	0.0409867226392	0.0316767978794
a46	0.219768736192	0.172760384237	0.168069976432	0.065324958873	0.108171306289	0.188217344277	0.0452602338797	0.0324270812931
a20	0.230281758731	0.186130058079	0.163758842144	0.0637945776243	0.095934788763	0.171773284759	0.0602561079599	0.0280705937644
</S>	0.234262424365	0.188873759039	0.162343156072	0.0628817438122	0.0924718893815	0.16870497738	0.06346196648	0.0270000653822
