 	era	molto	stanco	</S>
a46	0.97552982	0.007515389535	0.000292893545	0.0166619025
a8	0.865243653333	0.0704464420117	0.00698696988167	0.0573229331667
a37	0.514146767778	0.388385547337	0.0133372952939	0.0841303887222
a31	0.452068472593	0.487480712446	0.0111645966646	0.0492862105741
a0	0.428177658864	0.479935700815	0.0416897401215	0.050196898858
a20	0.156461471288	0.668010866938	0.116034736707	0.0594929326193
a31	0.129960634096	0.656915688979	0.145109137236	0.0680145452064
a39	0.128977444699	0.558647262993	0.212577260745	0.0997980317355
a41	0.069702507233	0.486496174331	0.315174953582	0.128626380578
a31	0.0575932467443	0.39134687811	0.371502201194	0.179557713526
a28	0.0603809189148	0.36305856937	0.382733833731	0.193826717842
a11	0.0874434709716	0.424049033123	0.341701681244	0.146805837614
a20	0.113662573657	0.448144917708	0.322195847081	0.115996658871
a31	0.097194440219	0.430797529236	0.370350815694	0.10165720929
a11	0.138010772406	0.398158326412	0.382445638565	0.0813852290967
</S>	0.196286696203	0.391709513206	0.345112819283	0.0668909010483
