 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.190741719685	0.06169882002	0.0559974552915	0.031349110107	0.02308032183	0.021118792055	0.041654862093	0.0588653252	0.47283915235	0.042654322
a41	0.193746008228	0.0991799966733	0.0796906117638	0.0657497350357	0.0546770739433	0.0230735248183	0.0486437246977	0.0625932852333	0.340939019017	0.03170695
a31	0.090629171076	0.0829312702244	0.0660366539213	0.0752694840119	0.0769784879811	0.0695993190728	0.0355734975659	0.0378237215778	0.446399359672	0.0187590359
a20	0.059476674692	0.0529712504081	0.0863215246404	0.141606050337	0.15540492266	0.0883993420243	0.0601414258553	0.0262973814259	0.317226242224	0.0121552177
a31	0.051784142564	0.0437113538027	0.10566272288	0.198476340112	0.20039770422	0.114188569675	0.0954037606184	0.019156218042	0.160165273075	0.0110539530667
a37	0.0463950415213	0.0328781902676	0.109766245627	0.213967540037	0.214701091407	0.122826768225	0.125002295539	0.0183645003473	0.0957851696917	0.0203131930222
a16	0.0214930127071	0.0179454027559	0.152254131876	0.307569686679	0.249008260469	0.048972862075	0.116079498513	0.0116976642824	0.0387471543972	0.0362323116741
a35	0.0119164692357	0.0090884587853	0.181293307292	0.36066015556	0.24436043349	0.0270090066917	0.113763216171	0.00711642519413	0.0140306637657	0.0307618048914
a24	0.0162960778786	0.0120169554618	0.157320232431	0.28744291852	0.220523451163	0.0512568622306	0.187724688724	0.0306865323314	0.00515847461523	0.0315737766305
a31	0.0403879006262	0.0423702148206	0.14641354081	0.244440326173	0.193164493721	0.0747220307435	0.180784126241	0.0435827441105	0.00318935499841	0.0309452699768
a39	0.0520437468754	0.0555715316069	0.14203690027	0.226516918724	0.183592227907	0.0785627119145	0.18055088208	0.0502991053702	0.00256701018614	0.0282589800923
a31	0.0622602756251	0.0690114105356	0.13050293009	0.198080279575	0.182916725969	0.0798211186382	0.187567902027	0.0574845811234	0.00255948021538	0.0297953036974
a20	0.0749832185417	0.0889277481785	0.121467905363	0.178299986525	0.169724225323	0.0786719908794	0.163727515342	0.0768232077078	0.00272054473846	0.0446536438991
a31	0.0808306245139	0.0979630873928	0.0990281957877	0.138702932175	0.148277161774	0.0901556202931	0.172958305114	0.101989292569	0.00353504737949	0.0665597362997
a3	0.0869294065046	0.105182929131	0.0734622315959	0.105736877392	0.121992153925	0.0913679800977	0.147366661705	0.139494477523	0.00435527659316	0.124112013767
a20	0.0817957855015	0.0867134630437	0.0520741461986	0.072076088464	0.0834336846417	0.0895199533659	0.154322353902	0.215672552508	0.00248978687439	0.161902174589
a31	0.0841893351672	0.0907299260146	0.0463267667329	0.0611402221547	0.0742708148806	0.0965427944553	0.156232417967	0.217075790836	0.0117791021681	0.161712844863
a37	0.0936701897224	0.102440733672	0.0405308145776	0.0515886830516	0.0642893049602	0.0921127381518	0.140929439322	0.225801470279	0.0155640391227	0.173072594954
a31	0.0914229032408	0.102600201224	0.0357415445259	0.0424820766839	0.0528440816534	0.0930900660506	0.132854324774	0.243508223426	0.0181366571076	0.187319911651
a20	0.0985296964136	0.114609833741	0.0338214231753	0.0372731198946	0.0457890238845	0.0880119863502	0.119708596591	0.249228317809	0.0214013693692	0.191626623884
a28	0.120012912138	0.120295361247	0.0361178767251	0.0363138092982	0.0410276566282	0.0745763531167	0.115247578864	0.28936345927	0.0130930584564	0.153951894628
a31	0.116060512713	0.124323393749	0.0332544609084	0.0319707260994	0.0358045748761	0.0756263743722	0.107894812955	0.291245829757	0.0250696784855	0.158749598209
a20	0.121207909571	0.132948237916	0.0315074063028	0.0284325353665	0.031496964292	0.0718029114574	0.102034114318	0.292109559919	0.0317435501618	0.156716782736
a31	0.123331569857	0.138271452639	0.0309027167676	0.0260034854555	0.027696261764	0.0693476804858	0.093822508106	0.322320069973	0.0332699617206	0.135034264245
a33	0.129861543286	0.138981057546	0.0303822165892	0.0275292551518	0.028035675588	0.0629434168286	0.087216242702	0.347127446658	0.0311245879069	0.116798541415
</S>	0.150951271643	0.136399978773	0.0334130007946	0.0331656900759	0.033154982794	0.0535124634143	0.091403166351	0.353318008329	0.0195517509534	0.0951296757075
