 	vuole	andare	a	Lecce	</S>
a20	0.762686915	0.0323628495	0.012157070273	0.001033998651	0.19175911745
a31	0.905726305	0.0255507438333	0.00412701694967	0.000359057777333	0.0642368564855
a18	0.860253991667	0.114630366611	0.00340144065989	0.000266189335444	0.021448010814
a46	0.651887537222	0.220745522204	0.0802756825533	0.0379382750285	0.009152968888
a37	0.406725679074	0.193184397401	0.167232264184	0.222287226343	0.010570444296
a23	0.330866469691	0.117292642467	0.228758008061	0.306552165448	0.0165307397653
a18	0.34688586323	0.121192547489	0.300491282687	0.202972431816	0.0284578725884
a38	0.306914917743	0.152341412496	0.280642064229	0.148415613939	0.111685967529
a37	0.271059665914	0.154306324165	0.206209498076	0.124339204646	0.24408531251
a31	0.264585421971	0.151097264722	0.161460522692	0.106918708215	0.31593809417
a20	0.276802930657	0.148192638241	0.131454347564	0.0917082160717	0.351841864723
</S>	0.283149465328	0.146297384121	0.113168918782	0.0833152430359	0.374068982361
