 	avete	cucinato	le	verdure	</S>
a39	0.429177386	0.0200546313	0.0041913088	0.015869307	0.530707355
a31	0.587209628667	0.1702707271	0.00432518183333	0.0127129450667	0.225481492333
a35	0.419776202889	0.3573160757	0.0101291438444	0.0071134770889	0.205665061444
a31	0.213127342963	0.324365785233	0.0366377649481	0.0680023600296	0.357866717148
a20	0.125369484988	0.303843355078	0.087116758316	0.162642446677	0.321027937716
a31	0.095775561996	0.267916065026	0.132459542772	0.198008978892	0.305839831239
a20	0.135844122332	0.165703111675	0.240498257591	0.174866872964	0.283087643746
a39	0.224582377444	0.143838897225	0.318971719197	0.126761110988	0.185845881249
a28	0.310588945815	0.127571615742	0.285331999732	0.0924201736627	0.18408721375
a31	0.316294045272	0.128963038581	0.294369913244	0.0834120978876	0.176960877917
</S>	0.257150507636	0.13220301929	0.322238476622	0.0847096189438	0.203698368958
