 	lo	posso	finire	di	fare	</S>
a20	0.0983350249	0.0091783818	0.15635388185	0.128489259	0.01989809	0.58774539
a31	0.145789634967	0.2754486196	0.162587807617	0.131415228	0.0207720316667	0.2639866927
a46	0.116011953989	0.651595506533	0.078012373539	0.0534600336667	0.0120191372222	0.0889010217
a31	0.0796487703297	0.761274835511	0.0813303718463	0.0278475212222	0.0194551260741	0.0304433934667
a41	0.0730392567766	0.772885811837	0.0967730652821	0.0191093107407	0.0273441256914	0.0108484197656
a18	0.0763024089255	0.778506570612	0.100615629761	0.00850987491357	0.0322486345638	0.00381688115187
a7	0.0890146146418	0.652094990204	0.155813843254	0.0318157099712	0.0653724841879	0.00588836180396
a41	0.115323973214	0.399747933401	0.215059921085	0.125226843324	0.122079489729	0.0225618399347
a31	0.128433974405	0.2256612278	0.197090973695	0.239751707775	0.13599279991	0.0730693086449
a0	0.150911621468	0.1683557726	0.194994907898	0.277836902592	0.111739796637	0.0961609795483
a31	0.134825197156	0.130211940867	0.198153095966	0.299927567531	0.102207532212	0.134674649849
a39	0.135347759052	0.134697183622	0.197726588655	0.293307985844	0.094189597404	0.144730856616
a46	0.206233746351	0.194460351207	0.212523446218	0.224998745281	0.0789006248013	0.082883077872
</S>	0.235064808175	0.231479355603	0.206070068109	0.193737902641	0.0696508909006	0.063997007436
