 	avete	cucinato	le	verdure	</S>
a20	0.412709086	0.0148135988	0.0032858505	0.01309046	0.556101035
a31	0.592882062	0.147437227933	0.0030759453	0.00991393397333	0.246690854333
a37	0.438723940667	0.353984675978	0.0118337031	0.00917690396444	0.186280780778
a10	0.221598888556	0.414217008659	0.0433651577	0.0949280969881	0.225890843593
a20	0.134037639519	0.402375752886	0.1005239959	0.200581625663	0.162480944531
a28	0.16799007484	0.334157797629	0.215177561967	0.200642745221	0.0820317538437
a20	0.23159751828	0.20220703121	0.282792113989	0.15611348174	0.127289800281
a33	0.312060069427	0.152477635737	0.249735987996	0.117706297247	0.16801995676
a8	0.403697206476	0.169251925246	0.218064395999	0.088635865749	0.120350550587
</S>	0.436017863238	0.180835572623	0.207498372999	0.0774647628745	0.0981833727935
