 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.179107807	0.0572957605	0.146380945	0.423440205	0.137242002	0.041513299	0.0150199685
a46	0.101850507	0.127400908167	0.135589949333	0.379463428333	0.148730677333	0.052688282	0.0542762385
a31	0.0603563435667	0.149882866056	0.147338034111	0.371120369444	0.137231799111	0.0583565896667	0.0757139805
a35	0.0252964167556	0.125585898685	0.167315068037	0.457711849815	0.124337309704	0.0487488718889	0.0510045578333
a31	0.0392237765852	0.202176632895	0.173410112679	0.413243903272	0.104486296568	0.031458398963	0.0360008596111
a20	0.0494658655284	0.202377552632	0.181105188893	0.323676154424	0.172793995523	0.0376315616543	0.0329496618704
a31	0.137503358509	0.152689569211	0.142244184298	0.275500034808	0.206285411841	0.0503848015514	0.0353926002901
a39	0.16294185017	0.113368314737	0.122224251433	0.216737511603	0.22705547728	0.0908196425171	0.06685292143
a3	0.0820401040567	0.057077233579	0.127894120478	0.209349437201	0.255077362427	0.158106687506	0.11045504881
a31	0.0980207713522	0.0879949115263	0.133164338159	0.186433245734	0.221267397476	0.183158055835	0.0899612646033
a7	0.0912035557841	0.103497202175	0.122184974053	0.155352358578	0.216243899159	0.225892665278	0.0856253315344
a10	0.080980713928	0.0881987723917	0.126731534684	0.130986089526	0.19668108972	0.270190875093	0.106230925511
a31	0.0860104453093	0.159338254131	0.118721291561	0.101112876509	0.159823549907	0.278428438364	0.0965651301703
a11	0.0864429791031	0.234676601377	0.10414340052	0.0720540831697	0.127603323302	0.267191716121	0.107887890057
a18	0.142463926368	0.257792600459	0.0956279821733	0.0620973207232	0.0962192311007	0.218339655374	0.127459283352
a28	0.167315032123	0.238991810153	0.0837727377244	0.0576773889077	0.0951382350336	0.213661368458	0.143443407784
a31	0.134475910708	0.237257493384	0.0790076509081	0.0532224396359	0.107238316345	0.234456446153	0.154341732595
a11	0.155337856903	0.260256324461	0.081333885636	0.047903053212	0.0933381267817	0.213174228718	0.148656537532
a13	0.199385945634	0.253456461487	0.0782078938787	0.045677103404	0.0769984402606	0.190915202906	0.155358985844
a31	0.176539255211	0.254918027162	0.0809705232929	0.0438094958013	0.0805503934202	0.201847330969	0.161365011948
a20	0.18248717507	0.267688485721	0.0920472297643	0.0428250476004	0.0760066004734	0.18982941699	0.149116057316
a31	0.16328876269	0.266032871907	0.117509936588	0.0467413612001	0.0733334728245	0.188608475663	0.144485132439
a8	0.142963168563	0.270306900636	0.147770188863	0.0562392704	0.0778067076082	0.177506013888	0.12740773748
</S>	0.175134299282	0.278701865318	0.157547819431	0.0622908922	0.0756217088041	0.146172619944	0.10453074374
