 	sto	ancora	cucinando	</S>
a20	0.1063083435	0.01904569375	0.021385628	0.85326031
a31	0.289417957833	0.0252908975833	0.0198810984667	0.665410033333
a37	0.296944719278	0.0263735048611	0.0142979126222	0.662383871111
a20	0.114905221426	0.044524212287	0.0735108682074	0.76705971037
a31	0.048077602142	0.0607203807623	0.146390439402	0.744811570123
a30	0.135165734047	0.182221153587	0.173837336467	0.508775754708
a46	0.242824604682	0.314306927862	0.200080368822	0.242788062903
a31	0.211715341561	0.326616975954	0.223133652941	0.238534034301
a39	0.14895867052	0.311522865318	0.290101847647	0.249416624767
a15	0.199265593507	0.324976188439	0.296619399216	0.179138808256
a20	0.342544604502	0.351283496146	0.210894529739	0.0952773914187
a22	0.427480461501	0.341573465382	0.165947789913	0.0649983101396
a31	0.3803549005	0.347625545127	0.204765623304	0.0672539223799
a46	0.350616136833	0.354175485042	0.227624707768	0.06758365546
</S>	0.391909453417	0.351205562521	0.198914053884	0.05797093773
