 	non	mi	aspetti	non	vengo	</S>
a33	0.292476647	0.137871215	0.21185132975	0.0761553685	0.081772271	0.19987318
a31	0.116882209667	0.126688496333	0.24562753125	0.269764726167	0.108536111	0.132500918333
a37	0.0399612249923	0.047766847111	0.280047558417	0.405467222056	0.164018663667	0.0627384831777
a35	0.0134297199108	0.0258863643703	0.448589586139	0.366463397352	0.122704926222	0.0229259928259
a31	0.0048214082636	0.0241537751234	0.535447662046	0.308352489117	0.118620227074	0.00860441714197
a7	0.00258876960453	0.0398367170411	0.534692087349	0.288164746372	0.128323892358	0.00639381654732
a18	0.00547740156818	0.077755512347	0.43417152245	0.338755698791	0.108797467453	0.0350424531824
a24	0.0141328485227	0.103545140782	0.293585030817	0.30390758293	0.129676342484	0.155153087727
a31	0.0230609801742	0.0938749269273	0.180183306939	0.192122132643	0.122742727495	0.388015945909
a20	0.0611344633914	0.110323778976	0.130160715646	0.131078589214	0.097394919165	0.469907548636
a8	0.132053884464	0.180878849659	0.150472641882	0.128316039738	0.0837501997217	0.324528409545
a31	0.167534401488	0.214606019886	0.142100367294	0.111764903246	0.0699087132406	0.294085623182
</S>	0.166783430744	0.208175039943	0.114443478647	0.092926706623	0.0666561266203	0.351015226591
