 	non	sapeva	dove	a	stare	</S>
a20	0.345460712	0.03457273265	0.068300558	0.022611413	0.476558065	0.05249649735
a31	0.451924730667	0.08905924755	0.117911946	0.0519293803333	0.270231941667	0.01894281305
a37	0.316518913556	0.121774312517	0.187952605333	0.162000820111	0.201480667222	0.0102727728833
a38	0.157663427852	0.112367930839	0.329023738444	0.238767176704	0.152845874407	0.0093319214611
a31	0.083352895284	0.0841223269463	0.417501546148	0.270650972235	0.126192796802	0.018179506487
a41	0.043264630428	0.0564560889821	0.411560758716	0.310335867412	0.150579952267	0.0278027274957
a10	0.038890519476	0.0465987123274	0.360589222905	0.278462825804	0.172940420756	0.102518304499
a20	0.0551085598253	0.0378027517758	0.273882817635	0.208817421935	0.191003750252	0.2333846915
a9	0.0889016399418	0.0496066522586	0.204632369212	0.159538877312	0.207994116751	0.2893263405
</S>	0.109317259971	0.0622976261293	0.174853634606	0.142114728656	0.222009448375	0.28940730025
