 	forse	sono	usciti	</S>
a23	0.054121907	0.00165164405	0.0204386515	0.92378773
a31	0.322012343667	0.00136562261667	0.0121359933333	0.66448601
a23	0.537502141222	0.0110785179056	0.0471492186111	0.404270123333
a31	0.394087223741	0.153226713302	0.140928586204	0.311757494444
a10	0.326352147914	0.228961721101	0.250981782068	0.193704351481
a37	0.350933032638	0.1953725937	0.330783107356	0.122911240494
a31	0.231011054213	0.3398056679	0.314076389119	0.115106873498
a37	0.139856501404	0.5248012893	0.22843250304	0.106909692833
a31	0.143433457135	0.548972329767	0.167905124347	0.139689055944
a39	0.168403505712	0.471828876589	0.137381116116	0.222386458648
a31	0.184026705237	0.407215658863	0.125839823372	0.282917799549
</S>	0.170036742618	0.380487729431	0.128463981686	0.321011559775
