 	venne	scritto	</S>
a29	0.4905914185	0.0227370345	0.486671605
a24	0.509526656167	0.0514991045	0.438974281667
a37	0.396179658722	0.174361394833	0.429458930556
a29	0.449368206241	0.375028454944	0.175603302519
a13	0.38515497208	0.511694418315	0.103150586506
a11	0.356646440693	0.511175292772	0.132178265502
a31	0.312363746898	0.440596850924	0.247039388501
a39	0.288030992299	0.404898103641	0.307070886167
a18	0.386366390766	0.377408911214	0.236224695389
a8	0.485487903589	0.343813137071	0.170698968463
</S>	0.491069536794	0.349459133535	0.159471349231
