 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.000533012	0.975538	0.0237213	0.000185964	1.07591e-05	2.22118e-06	4.52575e-06	6.06212e-07	6.21282e-07	5.3378e-08	4.29726e-07	2.75787e-08	8.89345e-08	2.49311e-08	2.303e-08	1.92716e-07	1.987e-06
ò	0.999429	0.00026522	0.000191686	7.50436e-05	1.53436e-05	6.40854e-06	7.06205e-07	1.56734e-07	9.00849e-06	3.40662e-07	8.53306e-07	2.17827e-06	8.50804e-07	1.5484e-07	6.34372e-07	3.25057e-07	1.63063e-06
t	0.97225	0.0269593	0.000754803	2.45884e-05	2.71441e-06	2.43689e-06	1.06821e-06	9.38161e-08	1.48993e-06	5.45466e-08	2.32802e-07	5.20347e-07	1.93715e-07	2.71856e-08	6.43314e-08	3.1906e-08	1.8729e-06
t	0.972144	0.0255918	0.00189036	0.000195617	3.98091e-05	7.05395e-05	2.81617e-05	1.51544e-05	7.95717e-06	3.35924e-06	3.80739e-06	6.93197e-07	1.85661e-06	5.05174e-08	6.044e-08	8.27389e-07	6.00789e-06
e	0.999868	5.60177e-05	2.19494e-05	2.90829e-05	9.60751e-06	1.06794e-05	9.61133e-07	5.03202e-07	2.44407e-06	1.64914e-07	1.27774e-07	1.64626e-07	7.4403e-08	6.48824e-09	3.70373e-08	9.99016e-08	1.79881e-07
j	0.0380981	0.952518	0.00664733	0.000923642	0.000294856	0.000387692	0.000662075	0.000222567	8.76649e-06	0.000162274	4.14996e-05	5.9627e-06	2.57106e-05	5.78729e-07	6.09519e-07	6.60226e-07	7.61611e-08
è	0.641012	0.22883	0.0544303	0.0347632	0.0129796	0.0036912	0.00284196	0.00100726	0.000695456	0.0019477	0.00180887	0.00168556	0.00317093	0.00067327	0.000547988	0.000411585	0.00950321
n	0.0247114	0.957086	0.016263	0.000967379	0.00016157	0.000428594	0.000117268	2.00371e-05	0.000186921	1.45963e-06	7.37459e-06	1.00813e-05	3.83729e-06	5.34092e-07	1.58211e-06	4.88127e-07	3.23025e-05
n	0.119494	0.807529	0.0667205	0.00357721	0.000549687	0.000864806	0.000679603	0.000253797	0.000168998	5.50233e-05	5.06037e-05	8.91749e-06	1.5004e-05	2.74076e-07	3.40369e-07	3.96842e-06	2.86499e-05
o	0.778502	0.0489811	0.0399926	0.0553578	0.0263723	0.0195095	0.00539143	0.00372251	0.0188505	0.00120843	0.000494279	0.000330468	0.000123678	1.52917e-05	2.89273e-05	0.000203195	0.000916352
m	0.000587809	0.35851	0.436757	0.0523178	0.0335579	0.0498811	0.027125	0.0195629	0.00217172	0.0118305	0.00339871	0.00183845	0.00218573	9.87801e-05	7.9415e-05	8.96572e-05	7.3271e-06
e	0.131342	0.484527	0.224481	0.0692378	0.0219208	0.0153247	0.00734107	0.00236536	0.00254774	0.00363145	0.00391928	0.00737734	0.00473175	0.000625277	0.000526584	0.000408228	0.0196931
v	0.000201435	0.161928	0.481464	0.0593304	0.0533756	0.0925499	0.0336198	0.0386083	0.0137388	0.0210646	0.0123874	0.0129397	0.00992092	0.00395732	0.00116786	0.00212963	0.00161591
è	0.00191944	0.0470401	0.660602	0.153684	0.0512953	0.0317723	0.00880778	0.00384484	0.00262941	0.00423341	0.00312696	0.0153714	0.00409594	0.000840964	0.000612558	0.00037874	0.00974529
k	0.000421475	0.0174967	0.888959	0.0663945	0.00557718	0.0126104	0.00278466	0.000827674	0.00458846	2.45e-05	6.71704e-05	3.75052e-05	1.75054e-05	1.69318e-06	4.08305e-06	7.09197e-06	0.000180264
k	0.00109161	0.0153586	0.937977	0.0363836	0.00313849	0.00224283	0.00208771	0.000613697	0.000560365	0.000224599	0.000161418	3.43037e-05	4.60035e-05	9.63099e-07	1.16408e-06	1.27113e-05	6.52289e-05
i	0.00324987	0.00604957	0.186271	0.385541	0.198811	0.0908392	0.00677455	0.00289282	0.0824985	0.00127429	0.00243327	0.00175949	0.000654621	0.000154101	0.000343839	0.00400566	0.0264475
a	1.68063e-05	0.00545285	0.115012	0.246525	0.178036	0.130213	0.109888	0.109593	0.0137751	0.0629669	0.0135752	0.00614472	0.00612992	0.00121255	0.000391369	0.000920703	0.000147273
p	7.09162e-05	0.000645334	0.386888	0.542595	0.046537	0.0122085	0.00381188	0.00133774	0.000817008	0.00163491	0.000434913	0.00229522	0.000321937	2.03133e-05	1.58051e-05	1.47579e-05	0.000350994
