 	ho	finito	di	scrivere	</S>
s	0.927518	0.013038	0.00725509	0.0162694	0.0359196
p	0.163356	0.804658	0.0270258	0.00341102	0.00154917
ì	0.0843661	0.902654	0.00895592	0.00392703	9.69013e-05
c	0.0502713	0.937027	0.00381844	0.00328754	0.00559608
c	0.0742358	0.917573	0.000826737	0.00705744	0.000306759
e	0.116332	0.17015	0.0118423	0.528148	0.173527
t	0.840293	0.139336	0.0162586	0.00268872	0.00142398
s	0.0218401	0.574608	0.0562491	0.146306	0.200997
a	0.180724	0.334116	0.14065	0.0140435	0.330466
à	0.0204925	0.00470007	0.832728	0.00886465	0.133215
t	0.00686107	0.0207416	0.47566	0.490194	0.00654318
s	0.0010947	0.074441	0.293747	0.624926	0.00579206
e	0.000153705	0.0077096	0.0301552	0.224947	0.737035
g	0.00138631	3.54951e-05	0.609437	0.0588192	0.330322
r	0.000618764	0.00267031	0.218638	0.565689	0.212384
à	0.000641541	7.97393e-05	0.0551552	0.0167434	0.92738
t	0.000473896	0.000727876	0.00254966	0.927725	0.0685237
s	0.000435674	0.00112898	0.00763424	0.975537	0.0152638
i	0.00018605	0.000938948	0.0149533	0.0296403	0.954281
</S>	0.00052099	1.37316e-05	0.00704746	0.0197026	0.972715
