 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.985789	0.012935	0.000639032	4.61933e-05	5.09941e-05	7.6504e-06	3.04482e-06	0.000528839
i	0.996518	0.00331454	0.000148845	2.41821e-06	4.37871e-06	1.66483e-07	4.48616e-07	1.08668e-05
n	0.807395	0.174487	0.0177431	0.00033961	2.7027e-05	2.08297e-06	6.94186e-07	5.01465e-06
a	0.291696	0.599777	0.0345045	0.00385174	0.00938937	0.0016939	0.00100129	0.0580857
d	0.347819	0.624906	0.0188333	0.00786472	0.000413114	1.60853e-05	2.11095e-05	0.000126518
r	0.0507501	0.688492	0.0841109	0.0400354	0.0565632	0.0106728	0.00247642	0.0668994
e	0.0555933	0.130803	0.251805	0.262512	0.101992	0.0200182	0.0114564	0.16582
f	0.0406674	0.602751	0.192342	0.118504	0.0321623	0.00139413	0.00132543	0.0108538
f	0.058317	0.855674	0.0798783	0.00370732	0.00041071	3.55125e-05	5.74499e-05	0.00191995
ì	0.0592797	0.0419467	0.208454	0.318047	0.106202	0.00921775	0.0410188	0.215834
m	0.0107195	0.840707	0.0588964	0.0194127	0.0221763	0.000765618	0.00728137	0.0400415
m	0.0195387	0.866731	0.109993	0.000796035	0.000398355	3.34399e-05	0.000171986	0.00233667
u	0.00982659	0.713233	0.0106199	0.00328913	0.0236758	0.000137797	0.00602119	0.233197
a	0.00435293	0.0241256	0.723576	0.206033	0.029284	0.00465587	0.00216719	0.00580524
n	0.000566105	0.00213269	0.866853	0.100214	0.0246906	0.00159149	0.000693192	0.00325951
k	0.00163899	0.0111803	0.0512967	0.039981	0.587019	0.0923898	0.0872684	0.129226
ò	0.000661026	0.00382783	0.0454598	0.0246146	0.227935	0.18579	0.0577287	0.453983
r	0.00385177	0.0713892	0.0101443	0.00366731	0.0769861	0.00124524	0.0472843	0.785432
a	0.00354247	0.0162142	0.821645	0.0789727	0.0289025	0.00356064	0.00565847	0.0415044
e	0.000857854	0.000876369	0.352942	0.498549	0.0658487	0.0600044	0.00335979	0.0175614
n	0.00117077	0.00210638	0.00878215	0.0912282	0.379531	0.442264	0.0382501	0.0366673
ì	0.000954097	0.00332466	0.00139459	0.0171592	0.230593	0.371413	0.240924	0.134237
r	0.00118095	0.01255	0.0013355	0.00656216	0.244073	0.0530686	0.0596876	0.621542
t	0.00775993	0.0284933	0.0289999	0.110304	0.159237	0.276447	0.175691	0.213068
e	4.73926e-05	0.000425508	2.57967e-05	9.89467e-05	0.00823997	0.00277539	0.134874	0.853513
e	0.00208359	0.00150139	0.0161933	0.184369	0.0603139	0.0772598	0.184942	0.473336
t	0.000568628	0.00106345	0.000892908	0.00302005	0.00814288	0.132283	0.687902	0.166128
t	0.000123126	0.000355134	5.98455e-05	0.000344645	0.00598256	0.0502944	0.737183	0.205658
ù	0.000272233	0.000644192	0.000463633	0.00473965	0.0352018	0.551946	0.0246035	0.382129
</S>	0.00123771	0.00584888	0.00114456	0.00310465	0.0045528	0.00733723	0.29074	0.686034
