 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.988091	0.00685713	0.000550391	0.000893118	0.000170265	6.91521e-05	0.000115676	9.10989e-05	9.44321e-05	0.00306778
v	0.91082	0.050776	0.00569809	0.0321023	0.000275526	0.000119169	7.88074e-05	8.24562e-05	1.16235e-05	3.56048e-05
ò	0.955515	0.00722538	0.024842	0.00242529	0.00602095	0.00245283	0.000999532	0.000128386	9.66065e-06	0.000380547
e	0.790951	0.0997297	0.102013	0.000306434	0.000638105	0.00485266	0.000190041	0.000300526	1.90661e-06	0.00101696
n	0.0356719	0.208158	0.481519	0.272893	0.000945583	0.000114439	0.000233838	1.30354e-05	1.84701e-05	0.000432205
ì	0.0567657	0.0212851	0.783302	0.0238958	0.0356151	0.0531072	0.0101771	0.00454258	0.00174852	0.00956087
m	0.011259	0.00530063	0.968616	0.0043065	0.00108132	0.00567042	7.65006e-05	0.00102427	3.16158e-05	0.00263334
e	0.0590091	0.0398245	0.60095	0.290605	0.00332295	0.00504327	0.000267043	1.68409e-05	1.61429e-05	0.000944743
a	4.16701e-05	0.0132155	0.0870858	0.889493	0.00848882	7.59649e-05	0.000556768	0.000137414	0.000883303	2.15324e-05
n	0.00130606	0.00246817	0.0771738	0.865735	0.038155	0.0084308	0.00545751	0.000140641	0.00019632	0.000936778
k	0.000594594	0.00115727	0.125529	0.0824321	0.497045	0.0872344	0.15295	0.0337183	0.00987932	0.00946047
ò	0.00023418	0.00206539	0.0224303	0.014096	0.0489897	0.0395468	0.0455944	0.186314	0.157494	0.483236
r	0.0434104	0.00103907	0.354039	0.00722051	0.0930734	0.328128	0.000940899	0.0169971	0.000844879	0.154307
a	0.0105932	0.00298723	0.0723078	0.701318	0.129685	0.0748784	0.00146915	0.000209293	0.000273889	0.0062779
p	5.19834e-05	0.00278278	0.00439411	0.63485	0.274037	0.0118912	0.0140808	0.00388776	0.0491098	0.00491512
r	0.000160163	0.000195108	0.00482581	0.0262734	0.616545	0.221202	0.0418752	0.0453096	0.00904032	0.0345736
ò	3.19658e-05	0.000575347	0.00186875	0.00935897	0.0195865	0.00628672	0.021394	0.0656237	0.569599	0.305675
n	0.00283038	0.00220825	0.012966	0.093903	0.521237	0.333389	0.00340179	0.00595705	0.010024	0.0140828
t	0.000740242	0.000388404	0.00235665	0.022634	0.436112	0.527542	0.00747879	0.000505548	0.000528373	0.00171448
a	0.000335723	6.98209e-06	0.00316	0.000114352	0.0788645	0.275403	0.00210061	0.0400022	0.0232539	0.576758
n	5.42476e-05	0.000793834	0.000591114	0.129413	0.385443	0.0840467	0.17246	0.0571708	0.151516	0.0185113
g	3.24656e-05	3.33677e-05	0.00031707	0.00128874	0.412729	0.470471	0.0266321	0.052649	0.00721289	0.0286348
h	3.61176e-05	4.40593e-05	0.000224442	0.00469006	0.0793413	0.0887474	0.0234131	0.233315	0.167981	0.402207
ì	0.000112056	0.0003315	0.000401445	0.02492	0.323995	0.0353905	0.033644	0.0755969	0.154881	0.350727
z	0.00241598	0.00200645	0.00208546	0.0107308	0.0627293	0.840275	0.0441025	0.0244569	0.00310876	0.00808917
i	0.000226121	0.000113417	0.000765062	0.00115318	0.0703973	0.890868	0.0286447	0.00400255	0.00170192	0.00212739
n	2.25143e-05	0.000362658	5.62663e-05	0.00905721	0.0229004	0.0349772	0.3583	0.229454	0.316697	0.0281727
a	9.388e-05	0.000111779	0.000967378	0.00031978	0.0220581	0.136138	0.203264	0.556021	0.0258231	0.0552029
r	1.36203e-05	0.000122349	2.52932e-05	0.000770297	0.00412184	0.0138779	0.180669	0.566302	0.172781	0.0613164
t	8.33859e-05	8.2373e-05	0.000702801	0.000260617	0.0189561	0.0714327	0.107335	0.599858	0.049722	0.151568
i	7.55176e-06	6.01941e-05	0.000223141	0.000590558	0.020127	0.00888045	0.0643857	0.305608	0.413024	0.187094
s	9.54912e-06	7.02171e-05	3.99599e-05	0.000250265	0.00216606	0.00128773	0.0770994	0.620711	0.208766	0.0895996
t	6.94567e-05	7.2504e-05	0.000554117	0.000199608	0.0116282	0.0206459	0.0771219	0.611503	0.139077	0.139128
e	9.20431e-06	9.90755e-05	0.00014408	0.000641306	0.0103148	0.00510225	0.0376872	0.200913	0.484803	0.260286
s	2.06475e-05	8.30902e-05	0.000130791	0.000164849	0.00187732	0.000388515	0.0305828	0.323655	0.358508	0.284589
e	0.000190311	0.000153886	0.000576129	0.000361653	0.0093399	0.00815508	0.0371198	0.23817	0.595257	0.110676
t	1.02604e-05	0.000122543	4.85781e-05	0.000224941	0.000666706	0.000175638	0.0201052	0.137125	0.663239	0.178282
t	0.00014838	9.46882e-05	0.000367853	0.000147092	0.00240862	0.00121183	0.00992138	0.106733	0.775607	0.10336
ò	4.76043e-05	0.000287068	0.000398634	0.00085695	0.0130158	0.00192575	0.0766153	0.283796	0.500356	0.122701
</S>	0.0118949	0.00129955	0.0165316	0.000862334	0.00361378	0.0184811	0.00391637	0.0367027	0.0495309	0.857167
