 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.956727	0.0159718	0.0185311	0.00771551	2.41681e-05	1.70054e-05	0.00014434	0.000868964
g	0.048046	0.467222	0.173306	0.27136	0.00164469	0.000974365	0.0113431	0.0261038
r	0.0113669	0.969079	0.00319971	0.015372	7.52684e-06	1.22865e-06	0.000908219	6.50288e-05
a	0.572868	0.419435	0.00315724	0.00424279	7.7765e-05	1.25267e-05	0.00017561	3.1225e-05
t	0.282557	0.355782	0.357411	0.00409783	0.000110996	3.69145e-05	2.20058e-06	1.76116e-06
s	0.0644853	0.772141	0.0551504	0.0179624	0.0524091	0.00876532	0.00592812	0.0231588
a	0.194736	0.190126	0.445808	0.00749816	0.0281573	0.0680018	0.00161943	0.0640529
è	0.0128113	0.0261485	0.921089	0.0149653	0.0116929	0.010313	8.46269e-05	0.00289575
n	0.000965248	0.00268662	0.919845	0.07503	0.000204823	9.52347e-06	0.00123871	1.97793e-05
a	0.00322685	0.0130974	0.903694	0.0733977	0.00179248	0.000171686	0.00448762	0.000131821
n	0.00518691	0.00157421	0.615453	0.223921	0.115601	0.0315391	0.00193001	0.00479481
g	0.00857253	0.011841	0.0905717	0.516447	0.262151	0.0710325	0.00756061	0.0318237
r	0.00245316	0.0012029	0.0449847	0.0105513	0.408229	0.181433	0.020288	0.330857
à	0.00210106	0.0015432	0.0116356	0.00507251	0.202084	0.165619	0.0156253	0.596319
m	0.00402385	0.0124138	0.0445854	0.132256	0.0153098	0.00229475	0.765187	0.0239297
m	0.0030009	0.0109255	0.0409255	0.853039	0.0179479	0.000781231	0.0714367	0.00194344
a	8.89207e-05	0.00123847	0.00139422	0.163943	0.0598304	0.00152176	0.463651	0.308332
a	0.00126693	0.000137629	0.0154226	0.0107027	0.354552	0.506331	0.00520111	0.106386
d	0.000229067	0.000209841	0.000514456	0.00460936	0.631685	0.345231	0.0017199	0.0158013
r	0.000644446	0.000676859	0.000343413	0.00159838	0.488608	0.249764	0.0228113	0.235554
e	0.000851011	0.00011528	0.00208514	0.000725229	0.159324	0.146788	0.0150669	0.675045
f	0.000283978	0.000145737	0.000306629	0.000316245	0.217403	0.317006	0.0106831	0.453856
ù	0.00169506	0.00169938	0.000746507	0.000337811	0.282385	0.59258	0.0125299	0.108027
m	0.000390544	0.00130989	0.000193582	0.000740637	0.0102063	0.00564363	0.93467	0.0468455
m	0.00353642	0.0148181	0.00137351	0.00306585	0.0149223	0.0232087	0.92987	0.00920486
u	3.63793e-05	0.000470754	1.12144e-05	0.000252539	0.0115298	0.00229155	0.621011	0.364396
</S>	0.000507143	0.000115698	0.000474753	0.000176102	0.0426719	0.0887799	0.0167519	0.850522
