 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.99069	0.00624148	0.00263298	4.03165e-05	2.9894e-06	3.71935e-06	6.99945e-05	2.81039e-06	1.40496e-05	0.000158902	0.000142466
p	0.424611	0.534789	0.0326042	0.00121686	0.000460689	0.000163526	0.00584508	6.15553e-05	0.000231327	6.22062e-06	1.0624e-05
e	0.114126	0.861271	0.00813714	0.00339256	0.000567234	0.00239498	0.00522219	0.00113973	0.000717274	0.0015507	0.00148079
t	0.90556	0.0284558	0.0559417	0.00201415	0.00153078	0.000665382	0.00551152	3.41239e-05	0.000281685	3.77217e-06	8.49045e-07
à	0.232401	0.0232733	0.085503	0.309155	0.0148936	0.138288	0.0673634	0.0393412	0.0410328	0.00874043	0.0400077
c	0.184719	0.635068	0.0693553	0.0486305	0.000225026	0.00461292	0.00173826	0.012987	0.00485885	0.00446478	0.0333395
i	0.311941	0.02902	0.601019	0.00722579	0.0144728	0.000252212	0.0354153	6.4342e-05	8.18811e-05	0.000253418	0.00025427
a	0.0464611	0.000107456	0.862454	0.0175403	0.0601564	0.00241433	0.0105035	0.000104475	0.000234823	2.07359e-05	2.9284e-06
k	0.00382661	0.0018195	0.741277	0.0953398	0.0476062	0.00612833	0.0998065	0.00063866	0.00232748	0.000555684	0.000673939
è	0.017077	0.00150758	0.127504	0.434235	0.0947249	0.185273	0.0681585	0.0270497	0.022772	0.00825241	0.0134463
c	0.00172987	0.112433	0.0618574	0.674703	0.00238251	0.0170439	0.00633543	0.0383464	0.00566199	0.0110005	0.0685061
c	0.00786989	0.0171539	0.0776203	0.42157	0.164923	0.0331166	0.267485	0.00483812	0.00247523	0.0020006	0.000947192
i	0.00339297	0.0118657	0.00127873	0.175379	0.000606446	0.127375	0.00503481	0.200666	0.0112137	0.208792	0.254396
a	0.00511183	6.71534e-05	0.074397	0.123475	0.50155	0.140523	0.133706	0.00909145	0.00882713	0.00266312	0.000588642
f	0.000422888	0.000327472	0.00918741	0.541633	0.280909	0.096612	0.0645961	0.00409835	0.00139883	0.000241186	0.000573463
o	0.000383499	0.000136637	0.000480421	0.382298	0.0619914	0.439754	0.00970466	0.0847724	0.00927524	0.00240955	0.00879417
r	0.000270796	4.82511e-05	0.00148587	0.185131	0.217106	0.509622	0.0565137	0.0143662	0.0058758	0.00174844	0.00783174
à	0.000458771	0.000512488	0.000642977	0.263209	0.031091	0.49942	0.0229959	0.129109	0.0254434	0.00810467	0.0190125
e	0.000379743	0.0425521	0.000862154	0.499456	0.0189633	0.181463	0.0568033	0.104376	0.00555766	0.00860845	0.0809783
n	0.000510212	0.00020196	0.000762099	0.00944351	0.110914	0.493242	0.36492	0.018305	0.000905164	0.000474541	0.000322429
d	0.000153556	0.000194045	8.42002e-05	0.036628	0.00901257	0.67347	0.00593834	0.244342	0.00942122	0.0072791	0.0134775
ì	0.000387504	0.000251321	0.00063292	0.0274362	0.0228445	0.147763	0.0296914	0.0707009	0.021479	0.202237	0.476576
n	0.0004982	0.00381368	0.000582025	0.0865027	0.0259482	0.182893	0.523851	0.121867	0.0379657	0.0095164	0.00656198
n	0.000797778	0.00131094	0.000602936	0.032358	0.0223134	0.403919	0.416434	0.0998371	0.0195561	0.00154309	0.00132792
o	2.56392e-05	0.000760104	5.90899e-06	0.0325294	0.0002524	0.120392	0.000362236	0.297404	0.0222468	0.253907	0.272114
t	0.000344983	5.22972e-05	0.000418394	0.0117761	0.0443706	0.190975	0.235564	0.312364	0.128116	0.0478728	0.0281458
t	5.44041e-05	1.56636e-05	1.82801e-05	0.00208172	0.00101995	0.181681	0.0151597	0.645396	0.022961	0.00914779	0.122465
e	0.000385109	1.73881e-05	0.000177854	0.029419	0.0512978	0.324858	0.0184154	0.0829371	0.0519504	0.0790236	0.361518
p	7.55587e-05	2.69848e-05	0.000114386	0.00196079	0.00352031	0.154546	0.244095	0.460536	0.0738014	0.01101	0.050313
ù	0.00018806	8.19323e-05	9.40459e-05	0.00864987	0.0018487	0.0737038	0.0161831	0.575357	0.0953666	0.035632	0.192895
r	0.000108706	0.020188	9.04865e-05	0.00628703	0.00031478	0.0118516	0.0426559	0.72239	0.0388559	0.0227867	0.134471
u	0.000607392	0.00119978	0.000428472	0.0135783	0.00312856	0.0510266	0.133289	0.418435	0.322926	0.040716	0.0146661
m	0.000332219	5.40087e-05	0.000363356	0.00112064	0.0115497	0.0103151	0.156176	0.0579396	0.609203	0.143041	0.00990625
a	0.000522315	0.00104355	0.000232864	0.00571075	0.000271177	0.00962712	0.00374272	0.679465	0.159983	0.0267645	0.112637
n	0.000343585	4.61688e-05	0.00041111	0.000801679	0.00164721	0.00417886	0.0578231	0.067608	0.47175	0.127208	0.268183
e	0.000299922	0.000125915	0.000119248	0.00269796	0.000138502	0.00418629	0.00423575	0.227629	0.35039	0.0660274	0.34415
c	0.000303105	5.14481e-05	0.000330691	0.000765517	0.000632537	0.00192877	0.0231244	0.0265606	0.378603	0.166221	0.40148
h	0.000831407	0.000274919	0.000252083	0.00444562	0.000243564	0.00491407	0.00283171	0.114339	0.212794	0.19988	0.459192
à	0.000307586	0.000106457	0.000251357	0.000905847	0.000817497	0.00200211	0.0129096	0.0261442	0.114862	0.125488	0.716206
t	0.000550301	0.0071765	0.000455778	0.00462417	0.000221811	0.00037118	0.0175806	0.00490791	0.31699	0.593544	0.053577
u	0.00153862	0.00328234	0.000518772	0.00513306	0.000258289	0.00234296	0.00410082	0.036933	0.545731	0.342546	0.0576148
