 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.968011	0.0298267	0.00159717	7.81933e-05	2.03191e-05	1.05095e-05	1.07071e-05	1.93194e-05	0.000108313	0.000318057
a	0.975444	0.0205142	0.00236225	5.30219e-05	0.00114533	7.4193e-05	0.000117074	0.000166731	0.000113202	9.9579e-06
d	0.703912	0.269784	0.0241529	6.6133e-05	0.00182692	7.3115e-05	6.66396e-05	3.86688e-05	4.13001e-05	3.79624e-05
e	0.222485	0.668203	0.0516195	0.00864065	0.0174188	0.0142453	0.00546642	0.00334937	0.00188375	0.00668804
r	0.0835295	0.890964	0.0047627	0.00478674	0.00835339	0.00335759	0.00102712	0.00296386	0.000125392	0.000129593
f	0.0527542	0.681946	0.148118	0.0296333	0.0244134	0.0215273	0.010855	0.00788474	0.00346044	0.0194084
ì	0.108289	0.216362	0.0987478	0.295663	0.110804	0.0763508	0.0258711	0.0308127	0.0202467	0.016853
m	0.00781753	0.312207	0.654095	0.00967742	0.0138375	0.000373834	0.00068594	0.000780705	0.000265329	0.000259096
m	0.089823	0.697087	0.211963	0.000189419	0.000580329	2.22911e-05	1.92468e-05	9.20922e-06	0.000107363	0.000198756
u	0.00682285	0.155312	0.808447	0.00688854	0.0105193	0.000136805	0.00200932	0.0001883	0.00377602	0.00589973
f	0.0126807	0.169602	0.139041	0.217864	0.346622	0.0871157	0.00919209	0.0161668	0.00113945	0.000576339
è	0.0015208	0.0466873	0.738336	0.112009	0.0398977	0.0310978	0.00832947	0.00297183	0.0015062	0.0176441
t	0.000263459	0.0117481	0.976913	0.00359008	0.00459595	9.87886e-05	0.00032858	8.96e-05	0.00092415	0.00144853
i	0.000351747	0.0100794	0.902259	0.0205201	0.0553901	0.00554339	0.00277949	0.000534625	0.00161207	0.00092979
p	0.000148516	0.00166017	0.00672117	0.169699	0.783946	0.0333839	0.0022598	0.00144594	0.00055788	0.000177998
ò	0.000363808	0.00238808	0.213329	0.447528	0.184309	0.0899312	0.0377897	0.0118419	0.00266619	0.00985335
r	0.000402424	0.00370626	0.722088	0.124836	0.129531	0.00126589	0.0034706	0.000474015	0.00619796	0.00802724
k	0.000688444	0.00311485	0.126449	0.199108	0.602233	0.0411853	0.0146864	0.00228121	0.00807143	0.00218255
e	0.000141819	0.00190852	0.249218	0.187453	0.0334837	0.000627945	0.0198857	0.0015843	0.312225	0.193472
t	8.44011e-05	0.000240565	0.000547713	0.101988	0.799966	0.0860063	0.00633225	0.00274349	0.00143307	0.000658789
e	7.27318e-05	0.000305069	0.0136984	0.356818	0.369559	0.104167	0.0567644	0.00808232	0.014666	0.0758669
e	3.04145e-05	5.25931e-05	0.000135535	0.055842	0.617754	0.306645	0.0106106	0.00252307	0.00339043	0.0030163
n	0.00043187	0.000726848	0.00160131	0.00907213	0.197345	0.651208	0.113814	0.0135953	0.00333318	0.00887265
a	0.000717489	0.00232394	0.00351156	0.0367158	0.187867	0.458549	0.221295	0.0479994	0.0110598	0.0299605
s	6.43104e-05	8.01817e-05	4.45668e-05	0.00152942	0.106669	0.74944	0.0913022	0.0162535	0.0173524	0.0172643
t	0.000874809	0.00255212	0.00434345	0.00833629	0.0673632	0.38708	0.339616	0.0760264	0.0335516	0.0802564
u	0.000164374	0.000490483	0.000280883	0.0353354	0.0910366	0.0869251	0.0495318	0.0489067	0.408568	0.27876
d	0.000143414	0.000202036	0.000105512	0.000832237	0.0185184	0.256948	0.419765	0.0335847	0.131763	0.138137
i	0.000964596	0.00188583	0.00287503	0.00808218	0.0399803	0.281932	0.460179	0.041611	0.0819391	0.0805507
è	0.000197578	0.000232603	6.30911e-05	0.00136265	0.0219892	0.379128	0.255469	0.0706568	0.101374	0.169527
t	0.00254997	0.00521272	0.0143343	0.000601149	0.0122837	0.0202669	0.802306	0.104491	0.0312945	0.00666004
s	0.0028361	0.00566823	0.0116373	0.000536344	0.0125409	0.0241258	0.781067	0.118727	0.0379369	0.00492382
i	2.46897e-05	8.53415e-05	0.000507942	0.00152229	0.000898818	0.00036649	0.0102106	0.00536982	0.683522	0.297492
j	0.000207562	0.000239771	9.61618e-05	0.000276685	0.00235711	0.0372272	0.119484	0.351036	0.160252	0.328824
a	0.000356899	0.00106229	0.00145348	0.000843699	0.00155679	0.00806703	0.494296	0.256173	0.100426	0.135765
m	7.59972e-05	9.56139e-05	2.40748e-05	7.16357e-05	0.000629131	0.0139906	0.0577117	0.29117	0.489414	0.146817
è	0.000723356	0.00178292	0.00307144	0.00102323	0.0016401	0.00760169	0.257499	0.213464	0.259952	0.253242
d	0.000487816	0.00130545	0.00661708	0.000100342	0.000428292	0.000104893	0.0340087	0.0432632	0.83226	0.0814244
i	0.00119879	0.00314506	0.00658933	0.000461444	0.00283041	0.00364008	0.0984151	0.500945	0.324078	0.0586971
k	8.30622e-05	9.54096e-05	2.10518e-05	8.05155e-05	0.000236308	0.000868422	0.0072871	0.14843	0.594324	0.248574
o	0.00239407	0.00478328	0.00685982	0.0010896	0.00326787	0.00466827	0.0431611	0.156851	0.360211	0.416714
</S>	4.8874e-05	6.80553e-05	1.53884e-05	6.71398e-05	0.000182444	0.000780725	0.00243566	0.0604347	0.598037	0.33793
