 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.965177	0.00403893	0.00899326	0.0085683	0.00634901	2.7262e-05	1.84303e-05	9.27665e-06	1.81003e-06	0.000502577	1.00991e-05	0.00492253	1.8033e-05	1.8635e-05	4.95813e-05	2.26657e-05	2.51376e-06	7.96178e-06	4.56878e-06	5.3684e-05	0.000227765	0.000123805	0.000285652	0.000262057	3.66215e-06	1.30839e-05	8.09629e-07	2.87055e-06	2.75483e-05	1.08698e-05	1.74165e-06	2.78734e-06	1.00213e-05	5.68798e-05	0.000173986
m	0.301458	0.0331624	0.00908125	0.0453648	0.0942872	0.00504647	0.0148531	0.00275753	0.000238482	0.0415637	0.0062079	0.0407688	0.0226304	0.0262406	0.0314056	0.0152191	0.000233767	0.00798486	0.00420529	0.0234003	0.0787365	0.0801523	0.0396505	0.047106	0.000459323	0.0107246	0.000113842	0.000953859	0.00536151	0.0082282	3.85237e-05	0.00014117	0.00204352	0.000108047	7.25757e-05
ì	0.0616354	0.807197	0.00988298	0.0397267	0.00472867	0.031154	0.00629965	0.00220395	3.85518e-05	0.00205873	0.000305755	0.00264951	0.00322481	0.00576777	0.00207494	0.00204406	0.000151213	0.00326416	0.0010033	0.000151613	0.00255286	0.00423735	0.0010073	0.00117885	5.77507e-05	0.00139738	1.9986e-05	0.000204243	7.18187e-05	0.000557272	3.14698e-05	0.000405067	0.00157108	0.000847225	0.000297379
d	0.0170956	0.959578	0.00274725	0.0108308	0.00729813	5.40694e-05	1.79716e-05	2.38177e-06	8.14918e-08	0.000100149	1.48639e-06	0.0019166	8.35513e-06	1.91253e-05	9.79199e-05	9.75998e-06	4.98912e-07	6.0976e-06	7.77718e-07	1.56498e-06	2.4522e-05	2.47592e-05	4.43596e-05	4.17057e-05	5.12371e-07	4.28706e-06	1.89527e-07	7.01181e-07	4.80391e-07	1.30447e-06	7.51365e-07	1.65935e-05	7.10053e-06	3.48187e-06	4.2912e-05
e	0.575669	0.0882913	0.0707287	0.116398	0.0895597	0.00141089	0.00350972	0.000702456	0.000287962	0.00401212	0.00173971	0.0100713	0.00203579	0.00149021	0.00437272	0.00119074	0.000100207	0.00128612	0.000414722	0.0023429	0.00439255	0.00507975	0.0035022	0.00421648	0.000680072	0.0015448	4.44829e-05	0.000363046	0.000600007	0.0011136	1.04737e-05	0.00011183	0.000213878	0.00195535	0.000556857
c	0.0206465	0.00410927	0.93837	0.0322348	0.000109232	0.000405316	0.000638631	0.000218986	5.36748e-05	0.000177389	0.00054232	7.98871e-06	0.000177803	3.01748e-05	2.28083e-06	0.00031079	2.54996e-05	1.49967e-05	4.63864e-05	0.000185365	0.000146004	0.000132594	0.000291414	0.000327283	7.53388e-05	0.000256362	8.83082e-05	0.000165943	4.23991e-05	0.000128181	8.39891e-06	8.78884e-07	2.86881e-05	3.22618e-07	1.00663e-07
i	0.0508885	0.080092	0.494078	0.19969	0.020606	0.0217686	0.0102559	0.00355254	0.000444882	0.00176544	0.00134143	0.00162421	0.000996052	0.00172628	0.00215399	0.00161653	0.00137342	0.00235398	0.00108778	0.00233176	0.00194351	0.00196775	0.00252599	0.00234737	0.00349859	0.0064676	0.00189374	0.00343551	0.00218156	0.00312129	0.00239223	0.00765258	0.00739909	0.0044354	0.0489905
d	0.00535353	0.000632307	0.797421	0.0911881	0.0012128	0.00199662	0.00721222	0.00410471	0.00330641	0.00364402	0.00753983	0.00019411	0.00474276	0.000922173	0.000135338	0.00411507	0.0041328	0.000615691	0.00345743	0.00520552	0.00362237	0.00347527	0.00422804	0.00461091	0.0146201	0.0043129	0.000931664	0.00561853	0.00371046	0.00486694	0.000917094	7.91772e-05	0.00167089	0.000114135	8.94982e-05
è	0.0164959	0.0130314	0.1445	0.584054	0.0405705	0.0285292	0.0206231	0.00559179	0.00107778	0.00219155	0.00332736	0.00175931	0.00180795	0.00202911	0.00148533	0.00250881	0.00409542	0.00204797	0.0014118	0.00315818	0.00244178	0.00288361	0.00316801	0.00343356	0.0116015	0.00803014	0.00271296	0.00841995	0.00262219	0.00383551	0.00596318	0.00681441	0.00907516	0.00592859	0.0427731
t	0.000531878	0.00406371	0.02523	0.310924	0.622227	0.000596941	0.00107847	0.000170965	1.92471e-05	0.00430794	0.00064365	0.0136717	0.000919677	0.000599253	0.00293033	0.000817769	2.9057e-05	0.000326956	4.45549e-05	0.000291066	0.00159466	0.00158425	0.00311281	0.00333534	7.8654e-05	0.000317934	4.25373e-06	5.65826e-05	3.65144e-05	0.000136307	1.11958e-05	7.98204e-05	5.50291e-05	3.18389e-05	0.000141373
s	0.0119516	0.00379169	0.116885	0.654318	0.131705	0.0151012	0.0122188	0.00320838	0.000367796	0.00495759	0.00317538	0.00939133	0.00327334	0.00190618	0.00501375	0.0012888	0.000184085	0.00200464	0.000714041	0.000914552	0.00206948	0.00392517	0.00187113	0.00301977	0.00049106	0.00168214	0.00016997	0.00104412	0.000210672	0.00128273	3.0923e-05	0.000246722	0.000200576	0.00107474	0.000309622
a	0.000388288	0.0302922	0.0121626	0.0655437	0.252011	0.0900702	0.048698	0.0515669	0.0210047	0.0280167	0.0286518	0.0405485	0.041936	0.0301746	0.0405933	0.012294	0.00549822	0.029119	0.0132432	0.00413583	0.0117794	0.0284979	0.00604068	0.0145182	0.00713629	0.00580944	0.00401029	0.0113257	0.00113994	0.0082436	0.000645877	0.00207141	0.00123892	0.0455698	0.00602434
m	0.000985782	9.18621e-05	0.0339062	0.811944	0.00236977	0.015418	0.0295859	0.0106329	0.00325006	0.00258113	0.0176871	0.000187995	0.00548008	0.000696959	2.73517e-05	0.00340334	0.00631757	0.000238818	0.0018281	0.00231059	0.0018009	0.00365	0.00184477	0.00420502	0.00641083	0.00288895	0.0041443	0.0185866	0.000919592	0.00276836	0.00273911	5.67861e-05	0.00102368	8.5042e-06	9.47364e-06
o	0.00475943	0.0037384	0.0254458	0.747004	0.042587	0.0314109	0.0125698	0.00461872	0.000906307	0.00167317	0.00192092	0.00163149	0.00129311	0.00177367	0.0023792	0.00161509	0.00251604	0.00256915	0.00114195	0.0016827	0.00151252	0.00177581	0.0020156	0.00195369	0.00724111	0.00531789	0.00170231	0.00446335	0.00151308	0.00260945	0.00321929	0.00764751	0.00580746	0.00583191	0.0541518
k	0.000286477	1.30856e-05	0.00443465	0.728914	0.00819454	0.00380646	0.0181711	0.00769045	0.0164	0.00561347	0.0219121	0.000349093	0.0112337	0.000895139	0.000193069	0.00467775	0.0235007	0.000619778	0.00702213	0.00773588	0.00465827	0.00566419	0.00457485	0.00612309	0.0589983	0.00463356	0.00171967	0.0176733	0.00612924	0.0077671	0.00703316	0.000110594	0.00174637	0.000474419	0.00103031
a	0.00163564	0.00185287	0.00181984	0.769387	0.0416455	0.0482227	0.0204625	0.00755831	0.00124566	0.00161086	0.00232742	0.00102068	0.00114608	0.0014645	0.00121767	0.00172997	0.00330113	0.00233321	0.00107533	0.00155267	0.00122321	0.00144712	0.00211351	0.00192036	0.0075317	0.00757299	0.00218059	0.00629634	0.0014018	0.00316273	0.0052279	0.00897638	0.00794836	0.00212459	0.0282634
s	0.000325829	1.98065e-05	0.00135251	0.494123	0.0337898	0.0134249	0.0406931	0.0158776	0.030348	0.0104105	0.0406657	0.000754164	0.0224882	0.00177003	0.000436003	0.00778814	0.04374	0.00122328	0.012652	0.0118441	0.00796149	0.010938	0.00720379	0.0104	0.0953439	0.0073713	0.00284027	0.0324519	0.00913105	0.0127261	0.0131647	0.000205053	0.00282757	0.00108746	0.00262107
ì	0.00124075	0.0014141	0.000992599	0.502602	0.0979379	0.113509	0.0665713	0.0214777	0.00307766	0.00311145	0.010437	0.00214249	0.00403976	0.00239576	0.00116394	0.00324502	0.0134428	0.00257742	0.00213897	0.00244628	0.0020461	0.003856	0.0027495	0.00393556	0.0152505	0.00888359	0.00422335	0.0255628	0.00172855	0.00471896	0.022245	0.00879846	0.00829802	0.00285587	0.0288838
m	1.40116e-05	0.000149129	1.00509e-05	0.0268678	0.92744	0.00186324	0.00138511	0.000246188	1.86759e-05	0.00320828	0.000557888	0.0204814	0.00167875	0.00110365	0.00732688	0.000432113	1.84799e-05	0.000560774	7.4733e-05	0.000130072	0.00115532	0.0023774	0.000787925	0.00153652	3.26162e-05	0.000123122	1.71654e-06	4.01582e-05	1.26847e-05	9.5233e-05	4.24107e-06	3.17598e-05	1.39266e-05	6.43595e-05	0.000156134
