 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.996519	0.00272242	0.000403163	0.000131445	8.26309e-05	2.21533e-06	3.59355e-06	1.20502e-05	0.000122973
t	0.993163	0.00350853	0.000257723	0.00188001	0.00113582	1.59955e-05	2.33313e-05	2.40288e-06	1.30013e-05
t	0.694531	0.2709	0.00620659	0.00751931	0.0050635	0.000236989	0.000878212	0.000181308	0.014483
è	0.875499	0.0589944	0.0568258	0.00368576	0.00139656	0.0023905	0.000876832	0.000210918	0.000119949
d	0.0627728	0.930364	0.000674689	0.00148241	0.00244061	9.69392e-06	0.000215483	8.29505e-06	0.00203246
e	0.741636	0.196064	0.0123511	0.0458299	0.00360456	2.25928e-05	1.35609e-05	8.26876e-06	0.000469288
c	0.0828396	0.0611073	0.835153	0.0201377	9.56097e-05	0.000597692	6.23954e-05	3.96678e-06	2.69951e-06
i	0.177743	0.346255	0.280543	0.116231	0.0216598	0.00331527	0.010487	0.000648124	0.0431178
d	0.0155727	0.00562182	0.938495	0.0323423	0.000826922	0.00441108	0.00102464	0.000798297	0.000906755
è	0.0751477	0.046403	0.15993	0.529792	0.0731412	0.0104077	0.0213375	0.00189401	0.0819478
t	0.00605731	0.0425302	0.0769856	0.381181	0.483318	0.000434777	0.000303286	0.000188176	0.0090021
s	0.0294768	0.0117447	0.191068	0.713631	0.05042	0.00126562	0.00038767	8.00136e-05	0.0019255
a	0.0107952	0.127665	0.0231234	0.0929575	0.377646	0.0500079	0.00918663	0.132653	0.175966
m	0.0030848	0.000261046	0.0691508	0.875243	0.00481695	0.0399066	0.00598874	0.00104282	0.000505694
o	0.00657066	0.00775263	0.0614228	0.736575	0.0797234	0.00817619	0.018757	0.0013804	0.0796416
k	0.000363274	3.8555e-05	0.0150717	0.929492	0.0129652	0.0265011	0.0022432	0.00710164	0.00622294
a	0.00278472	0.00251277	0.00390818	0.812068	0.0765496	0.015169	0.0257503	0.00188158	0.0593754
s	0.000413309	6.56455e-05	0.00497897	0.814785	0.0595287	0.0760188	0.00478516	0.0216812	0.0177429
ì	0.00191794	0.00178477	0.00173799	0.631718	0.176713	0.0460453	0.0349792	0.00772755	0.0973759
m	6.11707e-05	0.000764957	3.68281e-05	0.0566949	0.935493	0.000349383	0.000114207	0.000272254	0.00621317
m	0.00116883	0.00266927	0.000154966	0.135854	0.85364	0.00183445	0.000670181	0.000163028	0.00384565
e	0.000112973	0.00104193	2.05652e-05	0.0194787	0.432777	0.00133423	0.00579965	0.00611723	0.533317
r	0.00032472	3.51221e-05	0.00188871	0.0419673	0.0125408	0.841412	0.0349973	0.0471257	0.0197086
i	0.000284926	0.000313358	9.19341e-05	0.0210907	0.138488	0.0795179	0.0980523	0.0104872	0.651674
p	0.000103628	2.33554e-05	8.99958e-05	0.00237979	0.00167794	0.806736	0.0773886	0.0874444	0.0241566
à	0.000564452	0.000578427	0.000105134	0.00251645	0.0198879	0.26774	0.214781	0.03013	0.463697
m	0.000242978	0.00541584	2.33351e-05	0.00186412	0.840348	0.0199203	0.00751075	0.00671438	0.11796
e	0.0016219	0.00562541	0.000148022	0.00366353	0.65467	0.132186	0.0832327	0.0047341	0.114118
s	0.000130555	2.72762e-05	0.000110911	0.000604395	0.000115187	0.287151	0.394619	0.274173	0.0430685
t	0.000366935	0.000267075	4.67716e-05	0.000416176	0.00148127	0.068575	0.421397	0.0326617	0.474788
i	0.000422558	0.000265093	0.000535334	0.000566633	0.000172157	0.170835	0.0982936	0.594186	0.134723
s	8.16805e-05	2.90396e-05	3.06803e-05	0.000139827	2.37271e-05	0.065491	0.285174	0.5821	0.0669302
p	0.000349622	0.000436018	6.52412e-05	0.000279962	0.000461224	0.0313187	0.308765	0.0926101	0.565714
i	0.000152774	9.00281e-05	0.000338323	0.000347405	0.000105324	0.0605345	0.0152556	0.667527	0.255649
à	0.000142456	0.000128981	2.83515e-05	0.000146627	2.63509e-05	0.00440485	0.106184	0.306543	0.582395
g	0.00483908	0.0102197	0.000612345	0.00622094	0.0183997	0.0144045	0.40744	0.0854306	0.452433
g	0.0103632	0.0223624	0.000837813	0.00831031	0.297277	0.0256795	0.320342	0.0274749	0.287352
i	0.000202034	0.00296174	9.01397e-06	9.13976e-05	0.00546273	0.00111132	0.0223456	0.0174782	0.950338
a	0.0002456	8.49105e-05	0.000254662	0.00031439	1.31844e-05	0.0221898	0.0847763	0.538501	0.353621
</S>	0.000207068	0.000268615	3.6695e-05	0.00017976	8.12196e-05	0.000684397	0.0526768	0.0513981	0.894467
