 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.971912	0.0279042	7.67132e-05	1.95445e-05	1.06188e-05	4.39237e-06	1.74217e-06	3.27944e-06	4.84082e-07	8.62552e-06	5.85283e-05
t	0.981492	0.0166516	0.000970321	6.64012e-05	0.000131247	4.59434e-05	3.06489e-05	3.50037e-05	5.5316e-05	1.80494e-05	0.000503291
e	0.973494	0.0199431	0.00562159	0.000365861	0.000259465	9.31514e-05	9.08506e-06	5.3018e-05	2.52783e-05	3.77457e-05	9.78016e-05
l	0.73686	0.233378	0.02592	0.000782241	0.00217783	0.000154721	9.4081e-05	0.000615669	1.10788e-05	4.37819e-06	2.08989e-06
a	0.140513	0.294136	0.290654	0.0828803	0.0737	0.0444901	0.0205135	0.0194532	0.0082464	0.00273524	0.0226784
è	0.053292	0.663866	0.170339	0.0423376	0.040548	0.00138084	0.0128196	0.0146717	0.000591163	0.000120372	3.41494e-05
n	0.00571842	0.421704	0.504766	0.0344718	0.0171018	0.0121307	0.00021702	0.00174478	0.000157865	0.00177941	0.000208316
a	0.00450657	0.795791	0.135691	0.0468306	0.0145741	0.00127301	0.000134289	0.000975834	4.59975e-05	0.000123426	5.44591e-05
b	0.000269654	0.0560797	0.0843735	0.573359	0.270941	0.00112653	0.00624275	0.00743528	7.65915e-05	8.09475e-05	1.50041e-05
a	0.00252208	0.0702876	0.31501	0.272842	0.234062	0.042164	0.0251724	0.0210634	0.00283557	0.00310893	0.0109311
r	4.68947e-05	0.0103734	0.0211541	0.58173	0.360414	0.00424986	0.0137069	0.00674655	0.000221009	0.000284444	0.00107334
m	0.00113065	0.0240087	0.0439555	0.325408	0.416463	0.105644	0.0381856	0.0228549	0.004033	0.00527254	0.0130451
è	0.000154293	0.0134119	0.0273812	0.353026	0.162013	0.0461101	0.0793614	0.0176146	0.013093	0.0055289	0.282306
n	0.00276359	0.0345099	0.00364376	0.703191	0.203901	0.0175684	0.00228573	0.00826457	0.0096675	0.00615801	0.0080466
a	0.00071482	0.0101354	0.02795	0.256789	0.62557	0.0537353	0.00715913	0.0156732	0.000948744	0.000864682	0.000460164
f	2.373e-05	0.00159748	0.00940716	0.253437	0.386255	0.167949	0.137998	0.0404748	0.000396983	0.000873843	0.00158691
ù	0.00064956	0.002172	0.00121554	0.0659156	0.497321	0.21495	0.134579	0.0420086	0.0208784	0.00707625	0.0132339
r	0.00152199	0.00617071	0.000770132	0.316186	0.260315	0.306972	0.0161688	0.0165724	0.0141273	0.00187223	0.0593226
n	0.000285733	0.00151058	0.00566376	0.0520383	0.209556	0.580561	0.0705915	0.0688294	0.00589281	0.0028669	0.00220361
o	7.00013e-05	0.000286699	0.00143977	0.0515718	0.0373735	0.542884	0.0105951	0.0124566	0.11314	0.0192154	0.210967
n	1.33043e-05	0.000133001	0.000446387	0.0131358	0.0278899	0.280396	0.512123	0.161346	0.00102898	0.00112324	0.00236505
a	5.69071e-05	0.000179831	0.000346366	0.00883603	0.0355029	0.563443	0.29329	0.0460163	0.0228328	0.00243909	0.0270578
k	5.56181e-06	4.1312e-05	0.000112126	0.00411205	0.0103902	0.119976	0.742635	0.109417	0.00195481	0.000305249	0.0110511
à	0.000256805	0.000810119	0.000370031	0.00431297	0.00936868	0.126674	0.632003	0.127504	0.0633981	0.00711046	0.0281925
n	0.00163942	0.00214923	0.00029075	0.0143476	0.0108299	0.387292	0.117508	0.243032	0.113254	0.0045952	0.105061
i	0.000255511	0.000807931	0.00114485	0.00256589	0.00733649	0.158326	0.349866	0.420257	0.0507919	0.00584576	0.002803
k	9.39755e-06	6.09594e-05	0.000159402	0.00135855	0.00184724	0.0182954	0.240881	0.683355	0.0384729	0.00469317	0.0108668
a	0.00128391	0.00330035	0.00102042	0.00441939	0.00549046	0.00601139	0.201831	0.283466	0.403139	0.0200476	0.0699907
l	1.69063e-05	9.97384e-05	0.000314495	0.00232852	0.00118069	0.00775047	0.274685	0.39276	0.14475	0.00539989	0.170714
ò	0.000227588	0.000730244	0.000643925	0.00201575	0.00171044	0.00475788	0.086394	0.191668	0.58061	0.0154412	0.115801
r	0.000695388	0.000680574	0.000167128	0.00172325	0.00057322	0.00535028	0.00573676	0.112192	0.76725	0.0101187	0.0955124
ù	0.000233418	0.000624404	0.000866973	0.00155807	0.0012512	0.00566598	0.026618	0.218694	0.667203	0.0680096	0.00927543
s	0.000111912	0.000297185	1.12536e-05	0.000189946	2.74349e-05	0.000421116	0.000573735	0.0147062	0.717759	0.0142465	0.251656
t	0.000194686	0.000569058	0.000774954	0.000918518	0.000817842	0.00152429	0.0102556	0.0968524	0.783398	0.092296	0.0123989
i	3.73558e-05	2.44462e-05	2.21689e-05	7.03144e-05	7.60385e-05	0.00561964	0.00601773	0.0122249	0.670381	0.020261	0.285266
k	3.66542e-05	0.000132566	0.000174035	0.000509534	0.00025112	0.000978306	0.00355608	0.0447233	0.0442316	0.715405	0.190002
u	0.000221496	0.000588943	0.000519919	0.00123839	0.000765658	0.000652988	0.00703656	0.020354	0.533152	0.0297109	0.405759
</S>	1.51884e-05	7.84477e-05	0.000178196	0.000697619	0.000165194	0.00033612	0.00144259	0.00505069	0.0156587	0.143639	0.832738
