 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.997713	0.000545218	0.000529524	2.91774e-05	1.14148e-05	0.000198916	0.00010861	4.7691e-05	0.000112457	7.97201e-06	5.42862e-06	1.74102e-06	3.37014e-05	3.59353e-05	4.76249e-05	2.51872e-05	4.5749e-06	3.47792e-06	0.00011845	1.55422e-05	4.58493e-06	0.000399964
m	0.805969	0.121348	0.0183708	0.00254823	0.00107309	0.0106651	0.00909535	0.00212478	0.00646349	0.000504483	0.000392347	4.54401e-05	0.00494752	0.0043435	0.00196462	0.000712658	3.59903e-05	4.85684e-05	0.00900536	0.000237605	3.23004e-05	7.09991e-05
à	0.349886	0.275352	0.224105	0.00128739	0.0313897	0.0124056	0.0477906	0.00123334	0.0243111	0.00410627	0.00122323	6.49407e-05	0.000242096	0.00495841	0.00412416	0.000939433	0.000172073	0.00100721	0.00767521	0.000392455	0.000158863	0.0071739
n	0.0658713	0.781337	0.14697	0.000193415	0.00124322	0.000861754	0.00124979	5.53702e-05	0.000778046	6.11927e-05	1.72566e-05	2.22391e-06	2.83471e-05	0.000315108	8.07824e-05	3.22758e-05	4.01192e-06	3.56515e-05	0.000556662	2.41706e-05	5.17506e-05	0.0002305
a	0.205191	0.755578	0.0215164	0.0107859	0.000619843	0.00364198	0.00136786	0.000142821	0.000377275	1.25047e-05	9.9906e-06	7.28972e-06	0.000224576	0.000174971	0.000181004	9.70193e-06	2.90133e-06	3.70893e-07	0.000117176	1.93867e-06	2.02789e-06	3.49956e-05
c	0.0262768	0.0668152	0.738535	0.0899174	0.0621793	0.00802447	0.00245304	0.000748557	0.000770847	0.000221664	0.000308362	8.14077e-05	0.000749685	0.00218804	0.000550057	3.45021e-05	3.40895e-06	1.61675e-05	0.000110997	1.43757e-05	4.477e-08	9.70814e-07
e	0.01198	0.0305794	0.751513	0.0644381	0.0485538	0.015546	0.0177827	0.00412761	0.00841416	0.00871075	0.00313405	0.0014057	0.000660376	0.00468555	0.0130604	0.00266546	0.000248857	0.000842962	0.00104161	0.000818282	0.000718364	0.00907265
o	0.00382419	0.00810876	0.616712	0.123646	0.180945	0.0183071	0.00831753	0.00663289	0.00309679	0.00330308	0.00375589	0.00048937	0.00690076	0.00444327	0.0046941	0.002784	0.00018631	0.000705517	0.000877887	0.00149511	2.44515e-05	0.000749773
c	0.000797547	0.00361454	0.0925669	0.53171	0.286649	0.0298932	0.0202436	0.00402136	0.00753087	0.00189695	0.000720873	0.000454497	0.000577194	0.00334343	0.0127779	0.00056953	6.00657e-05	0.000132728	0.000696659	0.000221659	2.80458e-05	0.00149324
i	0.00285658	0.00210179	0.0739555	0.190127	0.665625	0.0153385	0.0126438	0.00240471	0.00420046	0.00570588	0.00328313	0.000880744	0.000445623	0.00426487	0.00616375	0.000761859	0.000283884	0.000988315	0.000363452	0.000320994	3.03958e-05	0.00725425
ù	0.000223331	0.000432929	0.0220711	0.106816	0.707599	0.0546819	0.0215809	0.0141619	0.00547503	0.00727149	0.00764566	0.000966759	0.0147559	0.00665381	0.00906324	0.00828897	0.000383008	0.00130009	0.00144853	0.00367027	0.000272973	0.00523679
r	0.000741674	0.01184	0.0103313	0.271211	0.443636	0.148957	0.0738955	0.00317517	0.022766	0.000603712	0.000437154	0.000573501	0.000614218	0.00318537	0.00410068	0.000134856	8.50115e-05	2.67824e-05	0.00332791	1.56181e-05	0.000175293	0.000166393
i	0.00220757	0.0110032	0.0342506	0.115601	0.264742	0.24696	0.216049	0.00895415	0.0432085	0.00797732	0.00484725	0.00253489	0.00597892	0.0242721	0.00681642	0.000784724	0.000224321	9.0753e-05	0.00273493	8.35705e-05	0.000292763	0.000386566
e	5.98469e-05	0.000108388	0.00120899	0.0040594	0.0381212	0.438029	0.309949	0.0537362	0.0365849	0.0141241	0.0156893	0.00230055	0.0467357	0.0192392	0.0133887	0.00351403	0.000535987	0.000412833	0.000818015	0.00103237	9.80689e-06	0.00034334
n	0.00104784	0.00392814	0.00332671	0.00477648	0.0163113	0.306432	0.429325	0.0412099	0.0871659	0.0211927	0.00753359	0.00314524	0.00298338	0.0183922	0.0415727	0.00289148	0.000318649	0.000529686	0.00297485	0.000753455	7.62848e-05	0.00411227
è	0.00290686	0.00317844	0.0103157	0.00580828	0.0434658	0.0653216	0.181522	0.0272834	0.0586972	0.191396	0.142098	0.0226409	0.0167825	0.0345951	0.0207703	0.0538014	0.0125515	0.0327767	0.0120986	0.015337	0.00129822	0.0453543
