 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.986023	0.00729502	0.000683459	0.000218673	0.000139744	0.000854322	0.000896747	4.73681e-05	5.148e-05	0.000367468	0.00342252
v	0.924189	0.0456999	0.0110866	0.00116287	0.00363178	0.00887184	0.00427647	3.65121e-05	4.75036e-05	0.000970498	2.69646e-05
ò	0.939559	0.00534238	0.00783495	0.0228123	0.000550882	0.00583601	0.0164208	0.000738909	0.000132476	0.000132012	0.000640319
e	0.841798	0.0971122	0.03061	0.0176978	0.000316298	0.00101257	0.0106467	9.24557e-05	6.64316e-05	0.000220282	0.000426989
n	0.0489288	0.253533	0.522658	0.140633	0.0116633	0.0120444	0.00726911	0.000193364	4.40537e-05	0.00113976	0.00189342
ì	0.0720305	0.0240944	0.555272	0.201764	0.0444465	0.0241077	0.0282551	0.0208727	0.00532476	0.000786842	0.023046
m	0.0217973	0.0125185	0.552403	0.371351	0.00862985	0.00686796	0.0183735	0.000274937	0.000273768	0.00507496	0.00243528
e	0.0738118	0.0496826	0.286733	0.388423	0.0687109	0.0777428	0.0451246	0.000220881	3.23175e-05	0.00892331	0.000595036
g	2.98949e-05	0.008081	0.196043	0.372578	0.335819	0.0851218	0.000976743	0.000556631	0.000641799	8.80108e-05	6.3994e-05
r	0.00228875	0.00171202	0.124619	0.605887	0.106432	0.0568105	0.0513773	0.0235041	0.00679177	0.00287917	0.0176989
a	0.000128648	0.00783558	0.0228683	0.0222274	0.542198	0.120733	0.00175523	0.0172811	0.0648721	0.00314876	0.196952
m	0.000197796	0.00128991	0.059885	0.319894	0.302077	0.229472	0.0130129	0.0190047	0.0336201	0.000245439	0.0213011
m	0.00407392	0.00180652	0.018937	0.663303	0.159017	0.0920144	0.0341186	0.0112212	0.00188619	0.0006791	0.0129435
è	0.00252247	0.00369319	0.0583791	0.0716975	0.219101	0.0584466	0.00719446	0.0159935	0.0608557	0.0198839	0.482233
n	0.0202395	0.00328185	0.0183157	0.0434133	0.0941472	0.204074	0.333571	0.00796791	0.000695696	0.268001	0.0062924
a	0.00363479	0.0014718	0.0209707	0.10885	0.0855327	0.340979	0.380298	0.0174195	0.00229942	0.0374386	0.00110513
m	7.61538e-06	0.000167266	0.000885353	0.000778767	0.384651	0.596446	0.00329779	0.00892294	0.00360071	0.000204405	0.00103773
a	0.00541516	0.00215136	0.0239056	0.0193196	0.0841239	0.250356	0.230839	0.185599	0.10574	0.0216264	0.0709238
i	2.20286e-05	0.000424405	0.000792636	0.000217322	0.267475	0.603667	0.00570129	0.0423328	0.0512148	0.00124846	0.0269043
a	0.000350023	0.000433439	0.00119344	0.000870235	0.0281308	0.404305	0.172408	0.327558	0.0491406	0.00182698	0.0137832
n	0.000237323	0.000368366	0.00111031	0.000809758	0.0109393	0.104392	0.155882	0.659986	0.0604268	0.00122269	0.00462501
g	0.000808201	0.000568549	0.00633645	0.00400673	0.0161182	0.0584213	0.0771612	0.608106	0.120853	0.00578999	0.10183
r	0.000251359	0.000743351	0.00274893	0.000693148	0.0352213	0.0348907	0.00278932	0.0749388	0.191029	0.0357728	0.620921
à	0.000182315	0.00028043	0.00231877	0.00115985	0.00306034	0.00623249	0.00243174	0.0955612	0.109277	0.0126639	0.766831
m	0.00125512	0.000340172	0.00137342	0.000856358	0.00276799	0.0226813	0.124128	0.0158371	0.00335992	0.809407	0.0179937
m	0.090511	0.00154804	0.00332432	0.00689159	0.00171927	0.0531377	0.451694	0.0687705	0.00577478	0.312151	0.0044783
a	0.000777308	6.05334e-05	0.000643623	0.00101403	9.27324e-05	0.00560937	0.104818	0.0754428	0.00563509	0.383128	0.422779
t	2.44768e-05	0.000738477	0.00047485	4.16566e-05	0.00760471	0.0468019	0.0029005	0.0798169	0.648185	0.0087764	0.204636
a	1.66064e-05	1.88408e-05	0.000183979	0.000116987	9.39782e-05	0.000741789	0.0070907	0.274031	0.265349	0.0667613	0.385596
d	1.60529e-05	0.000180943	0.000223357	1.76796e-05	0.000692525	0.00466787	0.000471083	0.0503815	0.77662	0.0241452	0.142584
e	0.000247436	0.000236282	0.00140531	0.000671604	0.000690416	0.00443088	0.0041714	0.163648	0.332321	0.0366698	0.455508
r	3.11411e-05	0.000469261	0.000670474	5.26531e-05	0.00126403	0.00555951	0.000258687	0.062287	0.480252	0.0320162	0.417139
f	0.000297009	0.000275588	0.00192542	0.00106551	0.000644844	0.00267772	0.00228082	0.156586	0.309885	0.0302308	0.494131
ù	0.000109806	0.000389221	0.0022756	0.000254274	0.00198441	0.0109355	0.0011362	0.292065	0.193155	0.0101893	0.487505
m	0.00244762	3.75594e-05	0.000541329	0.000400387	1.93299e-05	9.41473e-05	0.00112155	0.000675784	0.00109606	0.961672	0.0318938
m	0.00872773	0.000237948	0.00118204	0.000959087	0.000160102	0.00080612	0.0100758	0.0192438	0.0413546	0.886578	0.0306748
u	0.000310744	1.13871e-05	0.000146673	0.000266415	3.41131e-06	0.000114141	0.00211416	0.0141422	0.00421943	0.274857	0.703814
</S>	5.0124e-05	0.000471964	0.000499054	8.03675e-05	0.000789896	0.00252977	0.000260852	0.01852	0.0839514	0.0100558	0.882791
