 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.976336	0.0211744	0.00208877	6.34689e-05	3.47932e-06	7.71681e-06	2.89919e-05	1.05736e-05	0.000105052	1.99468e-06	1.42646e-05	5.75379e-06	3.44689e-05	1.13537e-05	4.47397e-06	2.42999e-06	3.84404e-05	6.84073e-05
m	0.250975	0.7231	0.008649	0.00540534	0.000842671	0.000757877	0.00092676	0.0014518	0.00281948	0.000328905	0.00173753	0.000542425	0.00192546	7.57949e-05	0.00023503	0.000199214	9.99314e-06	1.77422e-05
e	0.00468624	0.853358	0.0268769	0.0576253	0.00490172	0.0133281	0.00127071	0.00255282	0.0213312	0.00134929	0.0033874	0.000555586	0.000869328	0.00115125	0.00094113	0.000468064	0.00037156	0.00497535
s	0.117623	0.795188	0.0610304	0.00508618	0.00392736	0.00260402	0.00252902	0.00268652	0.00056854	0.00102415	0.00201136	0.00181899	0.0023704	0.000703044	0.000129062	0.000695484	2.786e-06	1.81472e-06
s	0.021412	0.472411	0.259339	0.0803164	0.0386442	0.0274555	0.00922631	0.00672536	0.0119122	0.00188787	0.007371	0.00632649	0.0044638	0.0287188	0.00128216	0.00245047	0.000933458	0.019124
è	0.0518053	0.0358179	0.157907	0.124359	0.0607332	0.0958837	0.0482652	0.0646528	0.00805265	0.089631	0.020704	0.0233812	0.0284314	0.119422	0.0137922	0.0173571	0.0281228	0.0116811
r	0.00663371	0.31699	0.49262	0.145983	0.00147569	0.0018387	0.00243772	0.00283148	0.0220971	0.000120169	0.0018902	0.000502969	0.00375447	0.000713485	1.41453e-05	3.62383e-05	4.47643e-06	5.62833e-05
e	0.0499098	0.46748	0.420464	0.043681	0.00362066	0.00229566	0.00105013	0.00295366	0.00525117	0.000171624	0.00076064	0.000194842	0.00161195	0.000291323	1.17644e-05	1.9399e-05	2.03538e-05	0.000212034
m	0.0236273	0.0584058	0.249112	0.282392	0.094309	0.0612441	0.045911	0.0769635	0.00568256	0.0313058	0.0141414	0.0116797	0.0327031	0.0094016	0.000593063	0.00249415	2.2154e-05	1.20198e-05
u	0.00284442	0.0742877	0.176568	0.290694	0.147567	0.0939258	0.0131374	0.0116824	0.0200584	0.00364597	0.0113445	0.00924987	0.00738738	0.0579603	0.00351775	0.00437588	0.00367935	0.0680739
p	0.00173465	0.00879165	0.0909892	0.328999	0.152622	0.0820324	0.0554523	0.0539309	0.00282577	0.0605673	0.0141696	0.0238785	0.0313271	0.0703199	0.00639875	0.0125399	0.0017136	0.00170677
e	0.00044124	0.0114764	0.0375945	0.361294	0.163209	0.184115	0.0204747	0.0288779	0.0187203	0.0114049	0.00805051	0.00625841	0.00587471	0.122874	0.00109118	0.0021526	0.000809146	0.0152819
n	0.000536455	0.00277718	0.0172026	0.265294	0.236199	0.149698	0.0522138	0.0666887	0.00449092	0.0672737	0.0139769	0.0174906	0.0265943	0.0614752	0.0053407	0.00859668	0.0023149	0.00183753
a	0.000281908	0.00539542	0.0128762	0.288852	0.236353	0.25954	0.0127209	0.0227417	0.0136796	0.00985071	0.00720621	0.00552379	0.00469983	0.0952556	0.00128034	0.00270009	0.00131636	0.0197266
m	0.000283549	0.000864518	0.00430319	0.0877455	0.375552	0.19787	0.062223	0.0673499	0.00322619	0.069209	0.0118391	0.0184122	0.0293324	0.0551823	0.00448511	0.00766598	0.00227373	0.00218198
i	0.000382735	0.0067375	0.00896277	0.153917	0.316218	0.271815	0.015531	0.0210094	0.021588	0.00807755	0.0103798	0.00777374	0.00637062	0.103673	0.0019095	0.00331094	0.00354929	0.0387939
n	0.000217345	0.000359417	0.00108312	0.0201285	0.367326	0.259157	0.0638866	0.064722	0.0025097	0.0721554	0.0104789	0.0205156	0.0296403	0.0653198	0.00485144	0.00925887	0.00377902	0.00461027
f	7.86544e-05	0.00127548	0.00209694	0.035068	0.243824	0.425446	0.0266657	0.046546	0.0293103	0.0183338	0.0112353	0.00823275	0.00888158	0.126597	0.00116954	0.0021499	0.00138985	0.0116985
à	0.000224558	0.000716691	0.0018911	0.0140486	0.0429017	0.107048	0.0476996	0.102752	0.013021	0.154893	0.0383491	0.0403966	0.0655684	0.106939	0.0265394	0.0130209	0.149603	0.0743882
o	2.70233e-05	0.00445031	0.0040782	0.0705728	0.0107583	0.156402	0.00883517	0.09706	0.513958	0.0241199	0.0297777	0.00256111	0.0304047	0.00206537	0.00487092	0.00123664	0.00176911	0.0370526
g	0.000146814	0.00104609	0.000872301	0.00156331	0.0838706	0.641736	0.0378547	0.133496	0.0770083	0.00597044	0.00488904	0.00147164	0.00627796	0.00346707	3.74826e-05	0.000119125	1.86347e-05	0.00015439
l	2.24822e-05	0.000327218	0.0004044	0.00531731	0.0780318	0.552762	0.0341516	0.0926404	0.0744325	0.0533152	0.0176316	0.0097467	0.0172529	0.0458439	0.00318648	0.00299354	0.00131738	0.0106229
i	8.51283e-05	0.000177106	0.000282489	0.00255637	0.0157739	0.0357053	0.0166597	0.0507343	0.0109466	0.0939766	0.0365407	0.0355098	0.0495174	0.0504436	0.0328324	0.00890154	0.462828	0.0965292
c	1.08304e-05	0.000122218	0.00014764	0.000525646	0.019012	0.0968286	0.0631948	0.293689	0.125004	0.145025	0.047271	0.0350613	0.0656088	0.0731086	0.0135362	0.00530648	0.00426218	0.0122854
è	5.35064e-05	0.000380839	0.000363451	0.000764049	0.0217981	0.292731	0.0399351	0.260997	0.126427	0.0910236	0.0193644	0.0116546	0.0186512	0.0958956	0.00197205	0.00300317	0.0017081	0.0132773
a	2.08444e-06	0.000358869	0.000310108	0.00158966	0.000669988	0.0222923	0.00712965	0.0955062	0.807657	0.00826286	0.0198522	0.00131433	0.0246714	0.000466472	0.0015026	0.000128669	0.000733419	0.00755182
t	4.75026e-05	0.000191967	0.000162163	0.000134025	0.00260596	0.0157656	0.0222905	0.222177	0.391059	0.143139	0.0524235	0.0162262	0.051837	0.0795024	0.000662143	0.000699826	0.000266198	0.000809221
a	3.20446e-05	0.000264723	0.000248247	0.000430164	0.00333891	0.0394967	0.0096157	0.299963	0.138546	0.327221	0.0317995	0.0172645	0.0422431	0.0356233	0.0141633	0.00825301	0.00288757	0.0286097
p	3.41686e-06	1.90526e-05	2.07614e-05	2.25667e-05	0.000841653	0.00376766	0.0255422	0.173571	0.0501072	0.420039	0.0604897	0.0308513	0.148618	0.0747676	0.0064202	0.0021118	0.00184266	0.000964891
e	3.35976e-05	0.000660588	0.000612784	0.000875861	0.0034003	0.0181682	0.0103697	0.158548	0.2	0.278029	0.0588288	0.0321809	0.0607223	0.110101	0.0160933	0.0108934	0.00353836	0.0369436
r	1.85635e-05	3.6012e-05	3.91503e-05	3.09747e-05	0.00111797	0.00288499	0.0143552	0.079918	0.0228354	0.477938	0.0868657	0.0513777	0.151895	0.0719335	0.0145785	0.00550802	0.0126848	0.00598292
ò	3.21613e-05	0.000376816	0.000354327	0.000485671	0.00328678	0.0130768	0.0100778	0.0938405	0.174798	0.275342	0.108653	0.0519695	0.0719386	0.0771857	0.0234876	0.0119807	0.0162555	0.066858
e	4.99566e-06	0.000334177	0.000291368	0.000348706	0.000100351	0.000669403	0.00159501	0.049786	0.676023	0.0370528	0.0864325	0.00677419	0.108955	0.000926428	0.0036416	0.000693957	0.0019275	0.0244432
m	5.0362e-05	0.00021601	0.000186339	0.000119817	0.000306235	0.000704358	0.00136636	0.0150992	0.0776341	0.138275	0.342086	0.139015	0.137857	0.132153	0.0067465	0.00553397	0.00106558	0.00158456
è	2.91066e-05	0.000463172	0.000380844	0.00075793	0.000669432	0.00414307	0.00169182	0.0465725	0.126159	0.553144	0.0565299	0.0188021	0.0449478	0.0657517	0.0238494	0.00963904	0.00914953	0.0373199
a	8.63106e-07	0.000205413	0.000150824	0.000271329	4.77384e-06	5.93768e-05	0.000213508	0.00875186	0.712044	0.0265301	0.127291	0.00421588	0.0948592	0.00139398	0.00746469	0.000314982	0.00166256	0.0145658
m	5.05064e-05	0.000209917	0.000188394	0.000134588	0.000231426	0.000362224	0.000532216	0.00315176	0.0139073	0.0568237	0.322317	0.29302	0.068694	0.121202	0.059496	0.0482485	0.00642332	0.00500712
u	2.11548e-05	0.000316752	0.000270446	0.000479852	0.00039996	0.0015145	0.00074286	0.0172529	0.0608944	0.443753	0.0827236	0.0383839	0.0669194	0.107137	0.0487787	0.0131028	0.0141268	0.103183
p	6.10536e-06	2.885e-05	2.98255e-05	1.77325e-05	8.7368e-05	9.61212e-05	0.0005255	0.0018517	0.00101145	0.0717113	0.154157	0.238722	0.0772688	0.0810327	0.248285	0.0632111	0.0521004	0.0098563
i	2.59863e-05	0.000456635	0.000423456	0.000509026	0.000621462	0.000902109	0.000473352	0.00322442	0.00662863	0.0562469	0.121119	0.0930607	0.0402136	0.0493952	0.29492	0.0692571	0.030581	0.231941
a	1.69591e-05	5.18026e-05	5.26134e-05	3.35991e-05	0.000141803	0.000154829	0.00046579	0.00128119	0.000514034	0.029624	0.0732149	0.114089	0.0292856	0.0375821	0.342854	0.10737	0.228111	0.0351561
c	3.3125e-05	0.000400416	0.000374544	0.000371407	0.000366582	0.000452945	0.000328406	0.000994497	0.00214607	0.0115844	0.0599485	0.142232	0.0141405	0.047069	0.385143	0.227473	0.0459994	0.0609428
è	0.000114421	0.000681526	0.00061565	0.00073844	0.0010412	0.00182786	0.00062288	0.00407244	0.00517289	0.0648623	0.0985659	0.0840066	0.0305633	0.0582786	0.336406	0.104415	0.0916992	0.116317
o	4.07579e-06	0.000833924	0.000579054	0.00184913	2.54681e-05	0.000162519	0.000146491	0.00150784	0.0702933	0.0140882	0.213123	0.0242938	0.036296	0.00189532	0.339864	0.0221657	0.062598	0.210274
n	9.68114e-05	0.000436153	0.000402681	0.000307958	0.00033288	0.000363382	0.000299586	0.000754515	0.00177011	0.00474145	0.0429557	0.113064	0.00819376	0.0233788	0.204455	0.436967	0.108801	0.0526789
e	3.47836e-05	0.000389879	0.000349817	0.000470714	0.000476957	0.000756876	0.000184542	0.00148906	0.00254335	0.0318129	0.0621429	0.0708949	0.016905	0.0271625	0.394967	0.0936032	0.0666122	0.229203
c	4.79906e-06	2.21625e-05	2.21992e-05	1.55923e-05	3.73153e-05	3.4355e-05	6.20452e-05	0.000121397	5.40867e-05	0.00202759	0.0073783	0.0285579	0.00256574	0.00744204	0.268878	0.15437	0.494672	0.0337342
e	4.6481e-05	0.0005873	0.000538553	0.000647481	0.000667225	0.000790538	0.000161989	0.00070797	0.000632978	0.0036428	0.00702412	0.0207015	0.00319723	0.00977501	0.325052	0.145823	0.113535	0.366468
t	1.37882e-05	4.87958e-05	4.93542e-05	2.88569e-05	0.000108921	7.64413e-05	0.000123428	0.000180394	3.82496e-05	0.00176376	0.00359765	0.0210825	0.00234882	0.00855033	0.202803	0.144582	0.541665	0.0729384
a	3.72941e-05	0.000281459	0.000263589	0.000307928	0.000307434	0.000358349	5.30975e-05	0.000323558	0.000224448	0.0016333	0.00309389	0.00887769	0.00114495	0.00200933	0.262683	0.131726	0.246884	0.33979
