 	sicuramente	stanno	ancora	svegli	</S>
s	0.999697	0.000170587	3.88708e-05	4.20669e-06	8.93757e-05
i	0.998409	0.00122556	0.000291276	6.76527e-06	6.73433e-05
k	0.937645	0.0287092	0.0330357	0.000604929	5.06599e-06
u	0.5196	0.240237	0.101535	0.0556379	0.0829899
r	0.89296	0.0580023	0.0252225	0.0235399	0.000275393
a	0.145043	0.403704	0.0957221	0.281743	0.0737885
m	0.339323	0.32771	0.0638256	0.264541	0.00460044
è	0.563197	0.2747	0.144644	0.0149729	0.00248593
n	0.440037	0.458868	0.00728767	0.0195687	0.0742388
t	0.511527	0.399437	0.0643178	0.0239195	0.000798821
e	0.00720115	0.555156	0.00477965	0.338044	0.0948192
s	0.191369	0.634048	0.0702988	0.103866	0.000418474
t	0.0177077	0.370949	0.0235507	0.490931	0.096861
è	0.0101175	0.0781538	0.0119541	0.792292	0.107482
o	0.0130538	0.885765	0.00171979	0.0073025	0.0921586
n	0.02252	0.371006	0.599654	0.00649936	0.000320956
e	0.00142651	0.282341	0.0507178	0.320413	0.345101
a	0.00611586	0.138958	0.655531	0.181277	0.0181184
n	0.00533779	0.0416448	0.140105	0.80589	0.0070225
k	0.0103601	0.152858	0.0668562	0.498586	0.27134
ò	0.00054762	0.00428064	0.00182393	0.000556449	0.992791
r	0.00839673	0.205265	0.0282123	0.0797786	0.678347
a	0.0126097	0.175017	0.608437	0.040577	0.163359
a	0.0059605	0.0214325	0.658909	0.251243	0.062455
t	0.00269074	0.00547141	0.0138752	0.878597	0.0993656
s	0.00181219	0.00392219	0.00125291	0.618288	0.374725
ù	0.000594063	0.00105867	0.0299807	0.00432051	0.964046
n	0.00297329	0.00790196	0.0144562	0.872018	0.102651
n	0.00853533	0.0215067	0.0210642	0.895744	0.0531493
i	9.94531e-05	0.00862443	0.00180657	0.0317989	0.957671
t	0.00155314	0.00181058	0.037016	0.540084	0.419537
i	7.05355e-05	0.000189122	0.000103936	0.0471297	0.952507
</S>	0.000312456	0.000220135	0.00273173	0.103363	0.893373
