 	il	muro	vuole	uno	specchio	</S>
o	0.964045	0.0109926	0.0243186	8.66694e-05	0.000177749	0.00037974
t	0.529646	0.378121	0.0911168	0.0010077	6.80439e-05	4.05897e-05
ì	0.0107516	0.928767	0.00628788	0.0200136	0.0278875	0.00629264
c	0.00376934	0.988977	0.00295301	0.00315279	0.000406209	0.000741617
h	0.231314	0.468956	0.290471	0.00505091	0.00288464	0.00132378
o	0.821108	0.093577	0.0700686	0.000794417	0.00617195	0.0082803
t	0.00916863	0.0095446	0.967691	0.00679974	0.0062242	0.000571592
è	0.00251791	0.0418803	0.183832	0.354545	0.269261	0.147963
l	0.000829979	0.0104007	0.662608	0.0848751	0.00934599	0.23194
i	0.000925559	0.00115912	0.986374	0.00709096	0.00420065	0.000249318
n	0.0431776	0.000587722	0.836795	0.0328457	0.0636183	0.0229757
a	0.000136319	0.00331237	0.0175099	0.775555	0.114424	0.0890627
n	0.00774127	0.000827061	0.115101	0.108036	0.34236	0.425935
g	0.00016298	0.00247956	0.00479055	0.512642	0.300578	0.179347
h	0.000618847	0.000224663	0.00361062	0.00817116	0.0593998	0.927975
i	0.00106389	0.000245339	0.00379791	0.00645923	0.336174	0.65226
a	0.000520472	0.000485271	0.00397053	0.0220842	0.898214	0.0747254
l	0.00044676	0.000807684	0.0016444	0.00516223	0.984631	0.00730786
ì	0.000175061	0.000805651	0.000222611	0.0349826	0.893006	0.070808
</S>	5.8043e-05	0.000337728	0.00213796	0.0208976	0.0375801	0.938989
