 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.009557	0.987054	0.00312067	3.9875e-05	6.50478e-05	3.47129e-06	5.77332e-06	3.95308e-05	0.000114567
ò	0.999346	0.000242925	0.000110475	5.2084e-05	0.000161917	6.08784e-05	1.38837e-05	5.51619e-06	6.02407e-06
t	0.954711	0.0441685	0.00101295	1.12159e-05	5.95989e-05	1.6849e-05	5.3806e-06	1.65042e-06	1.22765e-05
t	0.932331	0.0579959	0.00887952	0.000371447	0.000247114	1.8506e-05	7.39022e-06	0.000137672	1.17288e-05
i	0.999658	0.000155421	0.000162326	2.28938e-06	5.77202e-06	2.70368e-06	5.73331e-07	1.19435e-05	1.41987e-06
è	0.0205195	0.832451	0.145984	0.000965902	2.43157e-05	1.04398e-05	1.04671e-05	3.40829e-05	1.70321e-07
t	0.0245271	0.509318	0.462988	0.00182456	0.00107104	6.54782e-05	2.65182e-05	0.000164064	1.54218e-05
t	0.0673324	0.0691846	0.852553	0.00372575	0.00570829	0.000735616	0.000118773	0.000632135	9.88957e-06
a	0.879496	0.0081912	0.0492213	0.00414775	0.0117467	0.0125389	0.00194258	0.0197532	0.0129621
s	0.000310426	0.0354619	0.81016	0.151323	0.000517232	0.0005137	0.000614174	0.00109443	5.09909e-06
e	0.00523192	0.014958	0.695977	0.143839	0.0491935	0.0295939	0.0115411	0.0417998	0.00786588
o	6.31442e-05	0.00582886	0.373785	0.611486	0.000688882	0.00119872	0.00223048	0.00372821	0.000991268
G	0.000303897	0.00202095	0.0436369	0.852332	0.0556841	0.0150122	0.00546404	0.0241163	0.00142975
i	0.000682493	0.000199784	0.0136572	0.891825	0.0431704	0.0202736	0.00363588	0.0237554	0.00280023
o	2.79321e-05	0.000742714	0.0146924	0.945411	0.00689592	0.00681117	0.00641994	0.0130288	0.00597013
v	0.000489923	0.000979613	0.00159247	0.209949	0.610883	0.0944204	0.0124995	0.0679225	0.00126435
à	0.000983327	0.000492221	0.00390347	0.609092	0.0591673	0.0312648	0.0087686	0.282107	0.00422166
n	0.0122593	0.157595	0.224955	0.0625055	0.328504	0.090744	0.0238268	0.0109407	0.0886698
n	0.0118671	0.00577097	0.0416346	0.132828	0.654045	0.100275	0.0107244	0.0423809	0.000473954
i	0.0048092	0.000294144	0.0135121	0.00447011	0.353366	0.300355	0.0485063	0.0603317	0.214356
e	5.38895e-05	0.00115242	0.00830883	0.377428	0.150599	0.240047	0.11586	0.0800732	0.0264781
A	0.000111155	0.000244825	0.000534169	0.127729	0.51977	0.320229	0.0168667	0.0122922	0.00222259
n	0.000314988	0.00184592	0.00129592	0.00328021	0.720492	0.245174	0.0217403	0.00568284	0.000173399
n	0.00191205	0.00182665	0.00592932	0.0217328	0.563167	0.351426	0.0286167	0.025222	0.000167098
a	0.00253082	7.9363e-05	0.00158358	0.00632624	0.270775	0.373742	0.0644426	0.0425673	0.237954
ì	3.53322e-05	0.000404894	0.000940643	0.0944716	0.0909754	0.40622	0.248081	0.0882518	0.0706199
s	0.000397727	0.00234287	0.00125884	0.000865118	0.489098	0.423434	0.0716391	0.0106907	0.000273072
t	0.000296588	0.000324898	0.00110665	0.00536674	0.314237	0.548774	0.100806	0.0285875	0.000500785
i	0.00345283	4.18458e-05	0.000405279	0.0059019	0.0969969	0.286818	0.0616705	0.035689	0.509023
g	3.71337e-05	0.000488422	0.000691389	0.0577901	0.038777	0.205288	0.497855	0.110746	0.0883259
g	0.000336589	8.7261e-05	0.000214257	0.00179678	0.0760618	0.714601	0.0825147	0.0963656	0.028022
h	8.8887e-05	6.26621e-05	0.000168405	0.0147783	0.0302485	0.121607	0.0375242	0.0758133	0.719709
e	3.02626e-05	0.000133315	0.000185934	0.0128894	0.0259967	0.166804	0.0696913	0.113041	0.611228
c	0.000155545	0.000270616	0.000304289	0.0035639	0.0282446	0.198812	0.465814	0.211241	0.0915941
è	0.000803793	0.00042899	0.000581801	0.00590523	0.0243845	0.248542	0.143551	0.538977	0.0368256
p	0.00656386	0.00151783	0.00270344	0.000222581	0.0987801	0.390992	0.118287	0.0938162	0.287117
l	0.00351048	0.00103264	0.00247568	0.00240284	0.175486	0.249016	0.0693913	0.491027	0.00565866
o	0.00668056	9.76828e-05	0.000492971	0.0014054	0.151255	0.307268	0.03678	0.265984	0.230037
n	3.63977e-05	0.000400517	0.000394667	0.00370482	0.00293365	0.0268356	0.193046	0.553181	0.219467
n	0.000480188	0.00018509	0.000691341	0.000870247	0.0118098	0.112076	0.199212	0.322573	0.352104
e	0.000168895	9.56009e-05	0.000274991	0.00377025	0.00648982	0.0745716	0.062017	0.11246	0.740151
</S>	1.86902e-05	0.000139063	0.00015439	0.000705297	0.000445301	0.00845585	0.0715552	0.230348	0.688178
